timestamp,event,device
0,enter,TABLE
841,quit,TABLE
842,enter,SCREEN
900,quit,SCREEN
901,enter,TABLE
1085,quit,TABLE
1085,enter,SCREEN
1148,quit,SCREEN
1237,enter,TABLE
1364,quit,TABLE
1364,enter,SCREEN
1569,quit,SCREEN
1780,enter,TABLE
2221,quit,TABLE
2401,grasp,BLOCK
2463,enter,SCREEN
2643,quit,SCREEN
2777,enter,SCREEN
2903,quit,SCREEN
2964,enter,SCREEN
3154,quit,SCREEN
3220,enter,SCREEN
3286,quit,SCREEN
3348,enter,SCREEN
3472,quit,SCREEN
3797,enter,TABLE
5967,quit,TABLE
6084,enter,TABLE
6964,quit,TABLE
7126,enter,TABLE
7668,quit,TABLE
7727,enter,TABLE
8341,quit,TABLE
8402,enter,TABLE
9107,quit,TABLE
9159,enter,TABLE
9332,release,BLOCK
9392,quit,TABLE
