timestamp,event,device
5,enter,TABLE
522,quit,TABLE
668,enter,TABLE
735,quit,TABLE
847,enter,SCREEN
894,quit,SCREEN
895,enter,TABLE
919,quit,TABLE
920,enter,SCREEN
927,quit,SCREEN
928,enter,TABLE
937,quit,TABLE
938,enter,SCREEN
1026,quit,SCREEN
1027,enter,TABLE
1035,quit,TABLE
1036,enter,SCREEN
1153,quit,SCREEN
1154,enter,TABLE
1156,quit,TABLE
1157,enter,SCREEN
1171,quit,SCREEN
1172,enter,TABLE
1180,quit,TABLE
1181,enter,SCREEN
1464,quit,SCREEN
2329,enter,TABLE
3034,quit,TABLE
3145,enter,SCREEN
3574,grasp,BLOCK
3620,quit,SCREEN
3621,enter,TABLE
3621,quit,TABLE
3622,enter,SCREEN
3656,quit,SCREEN
3657,enter,TABLE
3686,quit,TABLE
3687,enter,SCREEN
4011,quit,SCREEN
4159,enter,TABLE
5346,quit,TABLE
5930,enter,SCREEN
6070,release,BLOCK
6130,quit,SCREEN
