timestamp,distance
7,18.241571886615734
25,18.24761980211024
37,nan
52,nan
67,nan
88,nan
102,nan
117,nan
134,nan
151,nan
166,nan
181,nan
199,nan
216,nan
233,nan
247,nan
265,nan
280,nan
298,nan
316,nan
328,18.216458806146832
343,nan
361,3.382632113569442
379,nan
397,nan
409,nan
427,nan
445,nan
459,nan
474,nan
491,nan
506,nan
524,nan
538,nan
556,nan
574,18.190349369840956
592,22.572059071687875
607,21.87534113909549
622,20.78580799947527
640,22.97101156436956
655,19.38015627966211
673,20.873339433975524
688,19.445184423717166
706,22.26254319376768
718,19.497772346403533
738,20.906349095120145
756,19.156703500723836
768,nan
786,19.87573738162412
801,nan
819,24.798799066985584
834,nan
849,23.750755010271114
866,30.568805630265356
883,24.429446534650346
898,nan
913,24.926435416456513
931,30.91410075097941
946,nan
964,11.65153640125488
982,8.594119096363318
994,nan
1012,nan
1030,nan
1042,nan
1059,nan
1074,nan
1089,nan
1107,nan
1125,nan
1142,nan
1157,nan
1172,nan
1187,nan
1205,nan
1223,nan
1235,nan
1255,nan
1269,nan
1287,nan
1301,nan
1316,nan
1337,nan
1351,2.3107976815793
1366,nan
1381,nan
1399,nan
1414,nan
1432,nan
1447,nan
1465,nan
1480,nan
1497,nan
1512,nan
1533,18.221449010621416
1548,nan
1562,nan
1579,39.55206188031222
1594,nan
1614,nan
1626,nan
1641,nan
1659,nan
1676,nan
1694,nan
1706,nan
1724,nan
1739,nan
1757,nan
1775,nan
1790,nan
1805,nan
1823,18.25993614133881
1837,nan
1854,18.260842059108136
1869,nan
1889,18.25142922009102
1907,18.221757902544375
1921,18.22245759526521
1939,18.217280536486065
1954,9.442078340416813
1969,4.7006558150788615
1986,1.4291328830639367
2003,1.4498089436285548
2018,-0.5301961988132617
2035,-2.610777880574639
2053,-0.7794088505227552
2067,-2.7424260403864698
2082,-1.3396308826321575
2100,-2.7409127808527702
2115,-1.0885884453495571
2133,-2.819257702792706
2148,-1.1122331657153541
2163,-2.7389860046956946
2180,-0.8855996779472819
2200,-2.7931246407600865
2212,1.303642401197613
2227,-2.915341717371426
2245,1.6122149165807038
2262,-2.27457202310678
2277,2.6643092901319623
2295,-2.093124277257639
2309,2.553242886904332
2327,-2.0188624929953503
2345,2.5749598244530403
2360,-1.9678839480465704
2375,2.9754720368345113
2393,-1.6016990217868525
2408,3.047739111792638
2426,-1.3949949838362674
2440,2.90491625300202
2455,-1.2779932698662406
2473,2.9496201835242895
2491,-1.0095633088336409
2506,2.5613952547530046
2521,-1.1829889347306877
2537,2.3761917062279028
2552,-1.5588970066189571
2569,2.2768886028405735
2586,-1.5717362524776437
2601,2.6605846308264063
2618,-1.2048154995911218
2633,2.557215354213122
2653,1.1050851285699335
2665,2.720515862498425
2683,1.5301525667468607
2701,2.5254062452291373
2716,1.7362483216972922
2732,2.6434202682169716
2750,1.4095147491308706
2764,2.7152446097031597
2782,2.7718814235407003
2797,2.465427398587556
2812,2.33860276421355
2827,2.2303325975517723
2845,2.213085494377119
2863,2.582895407361542
2877,2.6872546042459056
2894,2.5277911473561754
2912,2.494581921413539
2932,2.5124481329468487
2940,2.5308156540114446
2958,3.010126835295641
2973,3.0478464859756915
2991,2.867992212740071
3006,2.927905395693701
3024,2.741971191699755
3039,-3.0369494759814253
3057,2.110798906680041
3071,0.22867963404349445
3088,-2.321336120527543
3106,1.2037890611515423
3121,-2.3830093788345237
3138,1.1543726841132242
3155,-2.689518024913246
3170,1.0233124182904048
3185,-2.1144435750769066
3202,1.2246453076255752
3218,1.770874619638149
3236,2.6270179455760814
3250,1.7834151727074714
3270,3.0349687405683956
3284,1.148403381450243
3299,1.39441004778057
3316,1.2832662926385376
3332,1.2391971301970206
3352,1.34945307257989
3363,6.481044512834552
3380,7.945423500044273
