timestamp,event,device
0,enter,SCREEN
295,quit,SCREEN
462,enter,SCREEN
572,quit,SCREEN
694,enter,SCREEN
1772,quit,SCREEN
2034,enter,TABLE
2469,quit,TABLE
2530,enter,TABLE
2591,quit,TABLE
2724,enter,TABLE
2979,quit,TABLE
3048,enter,TABLE
3152,quit,TABLE
3326,enter,SCREEN
4091,quit,SCREEN
4218,enter,TABLE
4327,quit,TABLE
4386,enter,TABLE
4549,quit,TABLE
4787,enter,SCREEN
7525,quit,SCREEN
7736,enter,SCREEN
7794,quit,SCREEN
7795,enter,TABLE
8259,quit,TABLE
8260,enter,SCREEN
8937,grasp,BLOCK
9948,quit,SCREEN
10128,enter,SCREEN
10411,quit,SCREEN
10466,enter,TABLE
10632,quit,TABLE
10729,enter,TABLE
11299,quit,TABLE
11382,enter,TABLE
11605,quit,TABLE
11605,enter,SCREEN
11906,quit,SCREEN
12330,enter,TABLE
12700,quit,TABLE
12807,enter,TABLE
13077,quit,TABLE
13196,enter,TABLE
13309,quit,TABLE
13476,enter,TABLE
13595,release,BLOCK
13655,quit,TABLE
