Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	1420	678796677410	1706267669210230	678785861904	0.000000	0.000000	0.000000	608.190100	366.074200	4.421470	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.099983	-0.089272	0.000000	0.000000	0.000000	0.000000	-0.042998	0.022152	0.413203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
2	1421	678796692369	1706267669225189	678785877923	0.000000	0.000000	0.000000	608.816900	360.492200	4.413525	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.102455	-0.089787	0.000000	0.000000	0.000000	0.000000	-0.043026	0.022001	0.414900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
3	1422	678796709358	1706267669242178	678785894104	0.000000	0.000000	0.000000	609.273400	361.804800	4.370320	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.102204	-0.090081	0.000000	0.000000	0.000000	0.000000	-0.042700	0.021728	0.414637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
4	1423	678796724284	1706267669257105	678785910373	0.000000	0.000000	0.000000	608.767900	358.155700	4.351116	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.104127	-0.089241	0.000000	0.000000	0.000000	0.000000	-0.042685	0.021504	0.414790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
5	1424	678796747277	1706267669280098	678785928410	0.000000	0.000000	0.000000	611.116000	355.573300	4.320139	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.105566	-0.091946	0.000000	0.000000	0.000000	0.000000	-0.042330	0.021222	0.414243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
6	1425	678796756200	1706267669289020	678785943297	0.000000	0.000000	0.000000	610.635500	360.520100	4.274352	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.103827	-0.091567	0.000000	0.000000	0.000000	0.000000	-0.042300	0.020969	0.413078	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
7	1426	678796774182	1706267669307002	678785959419	0.000000	0.000000	0.000000	614.139900	357.566200	4.257563	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.105009	-0.095471	0.000000	0.000000	0.000000	0.000000	-0.041856	0.020776	0.414573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
8	1427	678796791107	1706267669323927	678785975646	611.240600	357.888800	4.106382	611.240600	357.888800	4.236054	1	1	3	3	0	0	0.117979	-0.160562	0.000000	0.105470	-0.093813	0.000000	-0.103387	0.007614	0.427474	-0.041752	0.020592	0.415323	-0.000000	0.000000	0.000000	-0.072569	0.014103	0.421398	0	0.000000	0	0.000000
9	1428	678796806068	1706267669338888	678785991847	0.000000	0.000000	0.000000	610.453500	355.177600	4.216764	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.106557	-0.089508	0.000000	0.000000	0.000000	0.000000	-0.041267	0.020362	0.416392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
10	1429	678796824018	1706267669356838	678786007968	607.920100	353.863600	4.004706	607.920100	353.863600	4.209431	1	1	3	3	0	0	0.121507	-0.156810	0.000000	0.106239	-0.086828	0.000000	-0.103064	0.007420	0.429166	-0.041144	0.020164	0.416756	-0.000000	0.000000	0.000000	-0.072104	0.013792	0.422961	0	0.000000	0	0.000000
11	1430	678796838980	1706267669371801	678786024263	0.000000	0.000000	0.000000	604.628100	360.921700	4.181702	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.105207	-0.081305	0.000000	0.000000	0.000000	0.000000	-0.040711	0.019795	0.414742	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
12	1431	678796858934	1706267669391754	678786040496	604.719300	351.807900	3.933396	604.719300	351.807900	4.173994	1	1	3	3	0	0	0.125344	-0.153713	0.000000	0.105276	-0.079756	0.000000	-0.102781	0.007309	0.431382	-0.040561	0.019617	0.415473	-0.000000	0.000000	0.000000	-0.071671	0.013463	0.423427	0	0.000000	0	0.000000
13	1432	678796873928	1706267669406748	678786056610	0.000000	0.000000	0.000000	602.685500	360.939100	4.179524	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.105392	-0.077568	0.000000	0.000000	0.000000	0.000000	-0.040009	0.019472	0.417186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
14	1433	678796891856	1706267669424676	678786073278	603.132400	347.457000	3.849918	603.132400	347.457000	4.179825	1	1	3	3	0	0	0.127697	-0.151537	0.000000	0.107079	-0.075723	0.000000	-0.102051	0.007227	0.430650	-0.039830	0.019327	0.418392	-0.000000	0.000000	0.000000	-0.070941	0.013277	0.424521	0	0.000000	0	0.000000
15	1434	678796902866	1706267669435686	678786089038	0.000000	0.000000	0.000000	603.788000	355.333300	4.172599	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.107933	-0.077758	0.000000	0.000000	0.000000	0.000000	-0.039247	0.019145	0.419603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
16	1435	678796919820	1706267669452640	678786105199	603.589900	345.646300	3.820047	603.589900	345.646300	4.144094	1	1	3	3	0	0	0.129573	-0.149710	0.000000	0.107037	-0.076986	0.000000	-0.101513	0.007168	0.431607	-0.039118	0.018926	0.419195	-0.000000	0.000000	0.000000	-0.070315	0.013047	0.425401	0	0.000000	0	0.000000
17	1436	678796934779	1706267669467599	678786121377	0.000000	0.000000	0.000000	602.078200	352.536000	4.129136	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.109750	-0.074595	0.000000	0.000000	0.000000	0.000000	-0.038588	0.018773	0.419403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
18	1437	678796952742	1706267669485562	678786137924	603.167900	337.829100	3.795939	603.167900	337.829100	4.134826	1	1	3	3	0	0	0.129981	-0.148395	0.000000	0.113219	-0.075027	0.000000	-0.100978	0.007272	0.432266	-0.038383	0.018682	0.420997	-0.000000	0.000000	0.000000	-0.069681	0.012977	0.426631	0	0.000000	0	0.000000
