Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	9029	501838778236	1706090715271761	501831923793	777.651100	324.534100	3.984430	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.187779	-0.231690	0.000000	0.000000	0.000000	0.000000	-0.035674	-0.028381	0.389992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
2	9030	501838796297	1706090715289821	501831939776	760.542300	341.711400	3.972530	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.180471	-0.205988	0.000000	0.000000	0.000000	0.000000	-0.036591	-0.028129	0.388812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
3	9031	501838811264	1706090715304788	501831955975	767.767500	334.270200	4.005872	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.183133	-0.217462	0.000000	0.000000	0.000000	0.000000	-0.036819	-0.027972	0.390304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
4	9032	501838829215	1706090715322739	501831972583	773.711300	344.584500	4.017984	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.178432	-0.227972	0.000000	0.000000	0.000000	0.000000	-0.037693	-0.027725	0.388900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
5	9033	501838844197	1706090715337722	501831988241	770.972600	348.147700	4.014838	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.176542	-0.223940	0.000000	0.000000	0.000000	0.000000	-0.037996	-0.027449	0.388826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
6	9034	501838859467	1706090715352991	501832004376	766.193900	346.292600	4.016045	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.176797	-0.216494	0.000000	0.000000	0.000000	0.000000	-0.038752	-0.027480	0.391993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
7	9035	501838874427	1706090715367952	501832020529	764.916700	358.352900	3.916023	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.171630	-0.215847	0.000000	0.000000	0.000000	0.000000	-0.039155	-0.026913	0.386978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
8	9036	501838892382	1706090715385907	501832036891	760.822900	346.996000	3.940226	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.175902	-0.208898	0.000000	0.000000	0.000000	0.000000	-0.039742	-0.027179	0.393176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
9	9037	501838907339	1706090715400864	501832052883	762.148000	369.116800	3.692775	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.167796	-0.216518	0.000000	0.000000	0.000000	0.000000	-0.040592	-0.025585	0.372556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
10	9038	501838925694	1706090715419219	501832069090	760.812700	364.048000	3.788473	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.168915	-0.212649	0.000000	0.000000	0.000000	0.000000	-0.041036	-0.026024	0.381734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
11	9039	501838940653	1706090715434178	501832085194	760.081100	365.016500	3.869999	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.167982	-0.211189	0.000000	0.000000	0.000000	0.000000	-0.041164	-0.025871	0.383176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
12	9040	501838958607	1706090715452132	501832101355	761.266200	360.814400	3.866887	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.169907	-0.214625	0.000000	0.000000	0.000000	0.000000	-0.041854	-0.025557	0.381397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
13	9041	501838972574	1706090715466098	501832118883	764.557500	353.710000	3.971696	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.172479	-0.219608	0.000000	0.000000	0.000000	0.000000	-0.041920	-0.025424	0.384003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
14	9042	501838990526	1706090715484051	501832135824	769.861900	359.253500	4.017295	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.169709	-0.229127	0.000000	0.000000	0.000000	0.000000	-0.042542	-0.025123	0.382525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
15	9043	501839005485	1706090715499009	501832151914	769.200800	360.657200	4.000419	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.168989	-0.228664	0.000000	0.000000	0.000000	0.000000	-0.042615	-0.024738	0.380548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
16	9044	501839023477	1706090715517001	501832168124	764.295200	347.376700	4.117546	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.173901	-0.219679	0.000000	0.000000	0.000000	0.000000	-0.043002	-0.024911	0.387937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
17	9045	501839038401	1706090715531926	501832184456	765.954800	323.206100	4.199902	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.183099	-0.220758	0.000000	0.000000	0.000000	0.000000	-0.042669	-0.025056	0.395149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
18	9046	501839055439	1706090715548964	501832200460	762.521900	253.047200	4.423907	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.206708	-0.213608	0.000000	0.000000	0.000000	0.000000	-0.042902	-0.025805	0.413230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
19	9047	501839073395	1706090715566919	501832217126	763.929900	201.885900	4.484958	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.221921	-0.214738	0.000000	0.000000	0.000000	0.000000	-0.042375	-0.025905	0.419627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
20	9048	501839092966	1706090715586491	501832233349	760.805700	120.522000	4.803821	760.805700	120.522000	4.122867	1	1	3	3	0	0	0.261313	-0.200532	0.000000	0.233776	-0.142463	0.000000	-0.042511	-0.027046	0.444614	0.020458	-0.037046	0.435850	-0.000000	0.000000	0.000000	-0.011026	-0.032046	0.440232	0	0.000000	0	0.000000
21	9049	501839107915	1706090715601440	501832249694	756.819600	145.861800	4.697847	756.819600	145.861800	4.147045	1	1	3	3	0	0	0.244426	-0.196546	0.000000	0.238384	-0.136424	0.000000	-0.042087	-0.026153	0.435016	0.021145	-0.036923	0.438010	-0.000000	0.000000	0.000000	-0.010471	-0.031538	0.436513	0	0.000000	0	0.000000
22	9050	501839118944	1706090715612469	501832265661	744.090700	33.350600	5.144924	744.090700	33.350600	4.273101	1	1	3	3	0	0	0.287298	-0.170881	0.000000	0.237694	-0.130291	0.000000	-0.041965	-0.028217	0.475917	0.021852	-0.037075	0.443459	-0.000000	0.000000	0.000000	-0.010056	-0.032646	0.459688	0	0.000000	0	0.000000
23	9051	501839136900	1706090715630425	501832281746	500.126100	500.224800	5.475474	500.126100	500.224800	4.285639	0	0	3	3	0	0	0.329958	-0.174349	0.000000	0.238690	-0.129433	0.000000	-0.040438	-0.029601	0.505069	0.022444	-0.036808	0.444094	-0.000000	0.000000	0.000000	-0.008997	-0.033204	0.474581	0	0.000000	0	0.000000
24	9052	501839156852	1706090715650377	501832297875	500.122200	500.224500	5.331486	500.122200	500.224500	4.459148	0	0	3	3	0	0	0.307528	-0.180598	0.000000	0.258040	-0.111389	0.000000	-0.041390	-0.028610	0.494950	0.025301	-0.037931	0.462377	-0.000000	0.000000	0.000000	-0.008045	-0.033271	0.478663	0	0.000000	0	0.000000
25	9053	501839168822	1706090715662347	501832314103	500.129200	500.257800	5.677376	500.129200	500.257800	4.485727	0	0	3	3	0	0	0.365379	-0.186694	0.000000	0.259889	-0.109650	0.000000	-0.039618	-0.030020	0.525344	0.026365	-0.037948	0.464564	-0.000000	0.000000	0.000000	-0.006626	-0.033984	0.494954	0	0.000000	0	0.000000
26	9054	501839186775	1706090715680299	501832330333	500.125800	500.309400	6.063906	500.125800	500.309400	4.508432	0	0	3	3	0	0	0.445599	-0.178015	0.000000	0.270875	-0.101826	0.000000	-0.039755	-0.031546	0.558665	0.027421	-0.038279	0.471920	-0.000000	0.000000	0.000000	-0.006167	-0.034913	0.515293	0	0.000000	0	0.000000
27	9055	501839201735	1706090715695260	501832346329	0.000000	0.000000	0.000000	500.126700	500.208700	4.581239	0	0	0	3	0	0	0.000000	0.000000	0.000000	0.273418	-0.110932	0.000000	0.000000	0.000000	0.000000	0.029136	-0.038469	0.477102	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
28	9056	501839219691	1706090715713215	501832362521	500.233900	500.237000	5.929590	500.233900	500.237000	4.612032	0	0	3	3	0	0	0.300677	-0.368239	0.000000	0.261974	-0.123144	0.000000	-0.039361	-0.029986	0.545053	0.027616	-0.037540	0.468865	-0.000000	0.000000	0.000000	-0.005873	-0.033763	0.506959	0	0.000000	0	0.000000
29	9057	501839237644	1706090715731169	501832378660	500.150000	500.276500	6.285440	500.150000	500.276500	4.646048	0	0	3	3	0	0	0.386066	-0.193683	0.000000	0.259300	-0.133549	0.000000	-0.037338	-0.031252	0.572771	0.027884	-0.037229	0.466459	-0.000000	0.000000	0.000000	-0.004727	-0.034241	0.519615	0	0.000000	0	0.000000
30	9058	501839254732	1706090715748257	501832394818	0.000000	0.000000	0.000000	773.265000	125.704400	4.555325	0	1	0	3	0	0	0.000000	0.000000	0.000000	0.248351	-0.141425	0.000000	0.000000	0.000000	0.000000	0.025715	-0.036203	0.455496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
