timestamp,distance
0,nan
36,nan
73,nan
109,nan
144,nan
180,nan
216,nan
251,nan
286,nan
321,nan
358,nan
390,nan
421,nan
450,nan
481,nan
510,nan
543,nan
576,37.35653470690549
610,27.932081887943113
648,32.58947747174185
686,34.38618837697982
724,35.448083859292545
761,35.785219411163105
799,35.97948259499886
838,36.42455100068123
876,36.268145128848616
915,36.21512564516478
953,36.30628927379799
990,36.27670288142348
1028,35.2745179813016
1065,35.31540586219966
1101,35.22727160146915
1137,35.20877346174517
1176,36.56823860079658
1214,37.81993864325974
1247,43.18662548344929
1279,nan
1308,nan
1339,nan
1372,nan
1407,nan
1443,nan
1478,nan
1513,nan
1549,nan
1586,nan
1624,nan
1661,nan
1697,nan
1732,nan
1768,nan
1804,nan
1838,nan
1876,nan
1911,nan
1947,nan
1981,nan
2016,nan
2050,nan
2087,nan
2123,nan
2158,nan
2194,nan
2230,nan
2265,nan
2301,nan
2338,nan
2373,nan
2410,nan
2445,nan
2480,nan
2517,nan
2554,nan
2591,nan
2627,nan
2663,nan
2698,nan
2733,nan
2769,nan
2801,nan
2833,nan
2864,nan
2892,nan
2921,nan
2953,nan
2983,nan
3015,nan
3047,nan
3083,nan
3115,nan
3147,10.165191574264968
3183,8.168115773316277
3220,5.9497283128173
3256,4.792803977984644
3295,5.0461315659772845
3332,-1.6291419474510802
3369,1.395146596210687
3404,1.7659879479072833
3438,1.8829389187800047
3475,1.4417954625595926
3511,-1.3325086963311523
3548,-1.615547930081807
3586,-1.6085254161010285
3621,-1.6061394609891606
3658,-1.530092833609552
3693,-1.5406951943282983
3729,-1.5752922582772513
3764,-1.6794470280750233
3799,-1.482067525046146
3833,-1.351568692935125
3870,-0.9080257158850509
3908,-0.8922977332717795
3944,-0.9049156104866221
3980,-0.8491069235069915
4017,-0.8680793438643737
4052,-1.2516615351492173
4088,-1.469554745610864
4125,-1.3055585684398363
4161,-1.1973317354681694
4198,1.3473522758134677
4236,1.5672659195175649
4272,-1.4483024838921663
4309,-1.2983370202604272
4346,-1.3901137960940038
4384,-1.5492522006844123
4422,1.5042596217443678
4459,1.327005776665316
4496,-1.705669656999054
4531,-1.554187182760467
4566,nan
4597,nan
4626,nan
4655,nan
4691,nan
4723,nan
4755,nan
4791,nan
4823,nan
