timestamp,event,device
0,enter,TABLE
303,quit,TABLE
365,enter,TABLE
428,quit,TABLE
611,enter,SCREEN
675,quit,SCREEN
741,enter,SCREEN
807,quit,SCREEN
999,enter,SCREEN
1063,quit,SCREEN
1133,enter,SCREEN
1268,quit,SCREEN
1327,enter,SCREEN
1451,quit,SCREEN
1644,enter,SCREEN
1754,quit,SCREEN
1970,enter,TABLE
2795,grasp,BLOCK
2856,quit,TABLE
3115,enter,SCREEN
3484,quit,SCREEN
3546,enter,SCREEN
3676,quit,SCREEN
3885,enter,SCREEN
3951,quit,SCREEN
4146,enter,TABLE
5341,release,BLOCK
5401,quit,TABLE
