world_index,marker_uid,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y
403,apriltag_v3:tag36h11:1,856.4993896484375,424.63854980468744,895.9543457031251,462.48974609374994,942.5932006835939,440.88513183593756,904.2207641601561,405.98834228515625
403,apriltag_v3:tag36h11:2,938.0274658203124,386.0921020507813,976.8369140625,421.4990844726562,1017.0757446289062,383.2253112792968,978.5465698242189,350.27108764648443
403,apriltag_v3:tag36h11:3,1007.3407592773432,352.81701660156244,1042.6093750000002,384.92300415039074,1075.5533447265627,342.1610717773438,1038.8488769531245,311.57788085937494
403,apriltag_v3:tag36h11:4,1112.849609375,402.0320129394532,1147.46923828125,434.9315795898437,1176.596923828125,391.1627807617187,1140.9798583984377,360.47204589843756
403,apriltag_v3:tag36h11:5,1178.6375732421873,464.8080749511718,1212.0089111328125,498.65783691406256,1240.729858398438,452.9599609375,1207.1860351562502,419.8821716308593
403,apriltag_v3:tag36h11:23,1135.9735107421873,647.9730834960939,1110.5914306640625,673.6374511718752,1130.3614501953127,697.1138916015625,1154.8641357421873,670.2971801757811
403,apriltag_v3:tag36h11:24,1177.7215576171875,601.3069458007812,1157.910522460938,625.7548217773439,1175.6467285156248,645.7750244140626,1195.5529785156245,621.404052734375
403,apriltag_v3:tag36h11:51,279.39593505859375,41.82104873657227,276.9886169433594,15.137863159179684,248.91372680664057,25.421968460082994,251.07221984863284,52.20186233520508
403,apriltag_v3:tag36h11:53,290.08291625976557,341.50457763671886,302.5156249999999,383.73107910156256,343.0575256347656,370.9615783691405,331.2892456054688,328.0839538574219
403,apriltag_v3:tag36h11:54,654.8015136718751,285.7673950195313,694.9547119140624,274.9283142089843,688.8334960937498,233.5264892578124,646.9194946289064,243.48291015624997
403,apriltag_v3:tag36h11:55,191.8253784179688,375.08944702148443,245.88664245605472,352.4022216796875,226.6861877441406,288.5552368164063,171.70120239257812,313.39318847656256
403,apriltag_v3:tag36h11:56,202.3945770263672,172.97088623046875,147.82817077636716,198.21018981933594,160.32699584960938,261.7542419433594,214.84869384765625,238.57308959960935
404,apriltag_v3:tag36h11:0,772.6047973632814,592.2210693359375,816.5223999023438,649.5210571289061,882.5068359375001,615.3204345703126,838.0874633789064,561.507751464844
404,apriltag_v3:tag36h11:1,855.4189453125,421.7395324707031,894.9910888671875,459.7330017089843,941.9921264648438,437.8966369628907,903.4713745117188,403.1907043457032
404,apriltag_v3:tag36h11:2,937.2496337890624,383.0231018066407,976.0253906250002,418.7774353027344,1016.1025390625,380.1440124511718,977.6230468749999,347.10015869140625
404,apriltag_v3:tag36h11:3,1006.470581054687,349.66387939453125,1041.835693359375,381.8028259277344,1074.8758544921877,339.08840942382807,1037.8187255859373,308.239501953125
404,apriltag_v3:tag36h11:4,1112.3093261718752,398.88577270507807,1147.2563476562498,432.0138549804688,1176.0006103515623,388.2601318359375,1140.5854492187502,356.92349243164057
404,apriltag_v3:tag36h11:5,1178.466186523438,461.947723388672,1211.927978515625,495.99291992187494,1240.5721435546873,450.2228698730468,1207.0386962890627,416.71801757812506
