timestamp,event,device
0,enter,TABLE
86,quit,TABLE
288,enter,SCREEN
395,quit,SCREEN
507,enter,SCREEN
962,quit,SCREEN
1150,enter,TABLE
1290,quit,TABLE
1494,enter,SCREEN
1838,quit,SCREEN
1955,enter,SCREEN
2711,quit,SCREEN
2947,enter,TABLE
3285,quit,TABLE
3525,enter,TABLE
3577,quit,TABLE
3578,enter,SCREEN
3743,quit,SCREEN
3744,enter,TABLE
3798,quit,TABLE
3799,enter,SCREEN
3904,quit,SCREEN
3905,enter,TABLE
3961,quit,TABLE
3962,enter,SCREEN
4019,quit,SCREEN
4020,enter,TABLE
4128,quit,TABLE
4129,enter,SCREEN
4417,quit,SCREEN
4418,enter,TABLE
4477,grasp,BLOCK
4523,quit,TABLE
4750,enter,TABLE
6089,quit,TABLE
6398,enter,SCREEN
6896,quit,SCREEN
7091,enter,TABLE
9205,release,BLOCK
9265,quit,TABLE
