world_index,world_timestamp,surface_name,event_type
0,367808.246805,Right,enter
0,367808.246805,Assembly,enter
0,367808.246805,Left,enter
0,367808.246805,Screen,enter
50,367811.599332,Screen,exit
51,367811.673643,Right,exit
54,367811.848456,Screen,enter
149,367817.066112,Assembly,exit
149,367817.066112,Left,exit
149,367817.066112,Screen,exit
155,367817.352822,Right,enter
155,367817.352822,Assembly,enter
155,367817.352822,Left,enter
163,367817.79659,Right,exit
163,367817.79659,Assembly,exit
163,367817.79659,Left,exit
170,367818.13159299997,Left,enter
171,367818.180999,Assembly,enter
171,367818.180999,Screen,enter
223,367821.092265,Assembly,exit
224,367821.151264,Screen,exit
227,367821.301972,Assembly,enter
229,367821.395973,Screen,enter
232,367821.559057,Assembly,exit
232,367821.559057,Screen,exit
235,367821.71835,Assembly,enter
235,367821.71835,Screen,enter
241,367822.05897199997,Assembly,exit
241,367822.05897199997,Screen,exit
243,367822.158425,Screen,enter
244,367822.20052199997,Assembly,enter
296,367824.859874,Assembly,exit
296,367824.859874,Left,exit
296,367824.859874,Screen,exit
302,367825.157495,Assembly,enter
302,367825.157495,Left,enter
303,367825.20992,Right,enter
314,367825.840341,Screen,enter
323,367826.353153,Screen,exit
324,367826.413746,Right,exit
324,367826.413746,Assembly,exit
328,367826.623402,Assembly,enter
330,367826.727176,Screen,enter
343,367827.422669,Screen,exit
344,367827.478161,Assembly,exit
344,367827.478161,Left,exit
349,367827.689283,Assembly,enter
349,367827.689283,Left,enter
350,367827.73375899997,Right,enter
350,367827.73375899997,Screen,enter
364,367828.498139,Right,exit
364,367828.498139,Assembly,exit
364,367828.498139,Left,exit
364,367828.498139,Screen,exit
367,367828.634815,Assembly,enter
367,367828.634815,Left,enter
370,367828.777736,Screen,enter
375,367829.052006,Assembly,exit
375,367829.052006,Screen,exit
379,367829.24241299997,Assembly,enter
381,367829.32468,Right,enter
404,367830.54628999997,Right,exit
404,367830.54628999997,Assembly,exit
405,367830.598192,Left,exit
410,367830.818246,Left,enter
410,367830.818246,Screen,enter
412,367830.91952,Assembly,enter
428,367831.803878,Assembly,exit
431,367831.959269,Assembly,enter
440,367832.425442,Assembly,exit
442,367832.51810499997,Assembly,enter
444,367832.622766,Assembly,exit
461,367833.479487,Assembly,enter
499,367835.620336,Assembly,exit
499,367835.620336,Screen,exit
502,367835.778436,Left,exit
505,367835.911973,Assembly,enter
505,367835.911973,Left,enter
506,367835.959321,Right,enter
586,367840.14487899997,Right,exit
586,367840.14487899997,Assembly,exit
587,367840.199792,Left,exit
591,367840.38577399997,Left,enter
592,367840.433686,Assembly,enter
593,367840.484255,Screen,enter
601,367840.957133,Assembly,exit
601,367840.957133,Left,exit
601,367840.957133,Screen,exit
608,367841.265178,Right,enter
608,367841.265178,Assembly,enter
608,367841.265178,Left,enter
628,367842.333638,Right,exit
628,367842.333638,Assembly,exit
628,367842.333638,Left,exit
633,367842.573879,Assembly,enter
633,367842.573879,Left,enter
635,367842.673587,Screen,enter
653,367843.72410399996,Screen,exit
657,367843.924983,Screen,enter
687,367845.450044,Screen,exit
689,367845.559282,Screen,enter
702,367846.324179,Assembly,exit
703,367846.390131,Left,exit
703,367846.390131,Screen,exit
707,367846.596271,Left,enter
709,367846.702158,Right,enter
709,367846.702158,Assembly,enter
713,367846.930038,Assembly,exit
718,367847.183846,Assembly,enter
718,367847.183846,Assembly,exit
726,367847.569499,Assembly,enter
808,367851.714417,Right,exit
808,367851.714417,Assembly,exit
815,367852.064068,Assembly,enter
816,367852.117762,Screen,enter
824,367852.574461,Assembly,exit
824,367852.574461,Left,exit
824,367852.574461,Screen,exit
831,367852.896429,Right,enter
831,367852.896429,Assembly,enter
831,367852.896429,Left,enter
851,367853.998106,Right,exit
851,367853.998106,Assembly,exit
851,367853.998106,Left,exit
856,367854.240537,Left,enter
858,367854.334079,Assembly,enter
858,367854.334079,Screen,enter
877,367855.365719,Assembly,exit
877,367855.365719,Screen,exit
878,367855.419243,Left,exit
885,367855.726463,Right,enter
885,367855.726463,Left,enter
886,367855.776623,Assembly,enter
898,367856.407304,Right,exit
898,367856.407304,Assembly,exit
902,367856.61743,Assembly,enter
904,367856.716802,Screen,enter
934,367858.516277,Screen,exit
935,367858.578672,Assembly,exit
935,367858.578672,Left,exit
941,367858.831797,Right,enter
941,367858.831797,Assembly,enter
941,367858.831797,Left,enter
955,367859.584204,Right,exit
955,367859.584204,Assembly,exit
961,367859.883448,Assembly,enter
962,367859.931744,Screen,enter
987,367861.403216,Assembly,exit
987,367861.403216,Screen,exit
988,367861.457045,Left,exit
990,367861.548525,Left,enter
992,367861.640797,Right,enter
992,367861.640797,Assembly,enter
1069,367865.862468,Right,exit
1069,367865.862468,Assembly,exit
1069,367865.862468,Left,exit
1072,367866.032858,Left,enter
1074,367866.136238,Assembly,enter
1074,367866.136238,Screen,enter
1104,367867.985115,Assembly,exit
1104,367867.985115,Screen,exit
1106,367868.10771999997,Left,exit
1109,367868.249725,Left,enter
1110,367868.298443,Assembly,enter
1111,367868.350424,Right,enter
1112,367868.410012,Screen,enter
1115,367868.594907,Screen,exit
1137,367869.846648,Screen,enter
1137,367869.846648,Screen,exit
1140,367870.030479,Screen,enter
1142,367870.149327,Right,exit
1142,367870.149327,Assembly,exit
1142,367870.149327,Screen,exit
1143,367870.221057,Left,exit
1145,367870.327055,Left,enter
1147,367870.426471,Assembly,enter
1147,367870.426471,Screen,enter
1167,367871.57163799996,Assembly,exit
1167,367871.57163799996,Left,exit
1167,367871.57163799996,Screen,exit
1176,367871.962196,Right,enter
1178,367872.054069,Assembly,enter
1179,367872.101992,Left,enter
1205,367873.492968,Assembly,exit
1205,367873.492968,Left,exit
1212,367873.814838,Right,exit
1212,367873.814838,Left,enter
1219,367874.140512,Assembly,enter
1220,367874.190761,Right,enter
1220,367874.190761,Screen,enter
1223,367874.3603,Right,exit
1231,367874.829687,Screen,exit
1232,367874.887914,Right,enter
1232,367874.887914,Right,exit
1232,367874.887914,Assembly,exit
1236,367875.096277,Assembly,enter
1237,367875.14330399997,Right,enter
1284,367877.643559,Right,exit
1285,367877.702223,Assembly,exit
1286,367877.75635599997,Left,exit
1289,367877.896677,Left,enter
1291,367877.984337,Assembly,enter
1292,367878.034952,Screen,enter
1303,367878.64878499997,Assembly,exit
1303,367878.64878499997,Left,exit
1303,367878.64878499997,Screen,exit
1310,367878.969141,Assembly,enter
1310,367878.969141,Left,enter
1312,367879.064895,Right,enter
1334,367880.285957,Right,exit
1334,367880.285957,Assembly,exit
1334,367880.285957,Left,exit
1339,367880.529273,Left,enter
1340,367880.576068,Assembly,enter
1341,367880.625601,Screen,enter
1369,367882.243316,Assembly,exit
1369,367882.243316,Left,exit
1369,367882.243316,Screen,exit
1376,367882.54468399996,Right,enter
1379,367882.684579,Right,exit
1381,367882.776027,Right,enter
1382,367882.824044,Assembly,enter
1382,367882.824044,Left,enter
1393,367883.364544,Left,exit
1402,367883.769696,Left,enter
1468,367887.191951,Right,exit
1468,367887.191951,Assembly,exit
1469,367887.246786,Left,exit
1471,367887.347159,Left,enter
1474,367887.497965,Assembly,enter
1475,367887.552305,Screen,enter
1487,367888.272951,Assembly,exit
1487,367888.272951,Left,exit
1487,367888.272951,Screen,exit
1493,367888.566719,Right,enter
1493,367888.566719,Assembly,enter
1493,367888.566719,Left,enter
1510,367889.53427299997,Right,exit
1510,367889.53427299997,Assembly,exit
1510,367889.53427299997,Left,exit
1515,367889.778714,Left,enter
1516,367889.826384,Assembly,enter
1517,367889.880915,Screen,enter
1540,367891.207136,Assembly,exit
1540,367891.207136,Screen,exit
1542,367891.320003,Left,exit
1548,367891.56265599997,Right,enter
1548,367891.56265599997,Assembly,enter
1548,367891.56265599997,Left,enter
1575,367893.032808,Right,exit
1575,367893.032808,Assembly,exit
1575,367893.032808,Left,exit
1582,367893.345051,Left,enter
1583,367893.390563,Assembly,enter
1584,367893.442374,Screen,enter
1596,367894.155591,Screen,exit
1597,367894.209507,Assembly,exit
1601,367894.389774,Assembly,enter
1602,367894.433953,Right,enter
1603,367894.484756,Screen,enter
1606,367894.641703,Screen,exit
1608,367894.749016,Screen,enter
1609,367894.807242,Screen,exit
1611,367894.919199,Screen,enter
1611,367894.919199,Screen,exit
1614,367895.08226,Screen,enter
1614,367895.08226,Screen,exit
1616,367895.19512499997,Screen,enter
1616,367895.19512499997,Screen,exit
1618,367895.306468,Screen,enter
1619,367895.361652,Screen,exit
1623,367895.588175,Screen,enter
1626,367895.757162,Screen,exit
1628,367895.874738,Right,exit
1633,367896.132438,Screen,enter
1642,367896.666839,Assembly,exit
1642,367896.666839,Screen,exit
1648,367896.973908,Right,enter
1648,367896.973908,Assembly,enter
1650,367897.079899,Screen,enter
1663,367897.846591,Right,exit
1663,367897.846591,Screen,exit
1665,367897.978306,Right,enter
1665,367897.978306,Right,exit
1666,367898.036279,Screen,enter
1676,367898.68884899997,Right,enter
1676,367898.68884899997,Right,exit
1676,367898.68884899997,Assembly,exit
1676,367898.68884899997,Screen,exit
1677,367898.757587,Left,exit
1680,367898.89996999997,Left,enter
1681,367898.94257199997,Right,enter
1681,367898.94257199997,Assembly,enter
1701,367900.1196,Right,exit
1701,367900.1196,Assembly,exit
1705,367900.332282,Assembly,enter
1706,367900.386701,Screen,enter
1733,367902.099702,Assembly,exit
1733,367902.099702,Left,exit
1733,367902.099702,Screen,exit
1739,367902.411196,Right,enter
1740,367902.461337,Left,enter
1740,367902.461337,Left,exit
1743,367902.630285,Assembly,enter
