timestamp,event,device
228,enter,SCREEN
1133,quit,SCREEN
1360,enter,TABLE
1895,quit,TABLE
2160,enter,SCREEN
3145,quit,SCREEN
3268,enter,TABLE
3613,quit,TABLE
3693,enter,SCREEN
3730,quit,SCREEN
3731,enter,TABLE
3749,quit,TABLE
3750,enter,SCREEN
4330,quit,SCREEN
4331,enter,TABLE
4332,quit,TABLE
4333,enter,SCREEN
4335,grasp,BLOCK
4360,quit,SCREEN
4361,enter,TABLE
4370,quit,TABLE
4371,enter,SCREEN
4393,quit,SCREEN
4394,enter,TABLE
4404,quit,TABLE
4405,enter,SCREEN
4527,quit,SCREEN
4528,enter,TABLE
4537,quit,TABLE
4538,enter,SCREEN
4557,quit,SCREEN
4558,enter,TABLE
4559,quit,TABLE
4560,enter,SCREEN
4590,quit,SCREEN
4591,enter,TABLE
4593,quit,TABLE
4594,enter,SCREEN
4605,quit,SCREEN
4606,enter,TABLE
4630,quit,TABLE
4631,enter,SCREEN
4719,quit,SCREEN
5174,enter,TABLE
6829,quit,TABLE
6844,enter,TABLE
7069,release,BLOCK
7129,quit,TABLE
