device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
8384858693,515343669051,"(0.7383027672767639, 0.731808066368103)","(87.60563659667969, 68.9766616821289, 17.059568405151367)",1,4.3732452392578125,1,"(-76.48155212402344, 64.18538665771484, 789.592041015625)","(0.631543755531311, 0.3243698477745056, 0.7917597889900208)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902692,0.7383027672767639,0.731808066368103
8384869796,515343680153,"(0.7363137006759644, 0.734037458896637)","(86.8744125366211, 68.54344940185547, 16.90190887451172)",1,4.38433837890625,1,"(-76.62300872802734, 64.34806060791016, 789.2206420898438)","(0.6318607926368713, 0.323901891708374, 0.7910764217376709)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902703,0.7363137006759644,0.734037458896637
8384880899,515343691251,"(0.7358431220054626, 0.7394632697105408)","(86.70146179199219, 67.48912811279297, 16.51816177368164)",1,4.387054443359375,1,"(-76.77111053466797, 64.46475982666016, 788.5191040039062)","(0.6322484016418457, 0.3234782814979553, 0.7897319197654724)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902714,0.7358431220054626,0.7394632697105408
8384892002,515343702349,"(0.7371229529380798, 0.7413978576660156)","(87.17193603515625, 67.11319732666016, 16.381319046020508)",1,4.393646240234375,1,"(-77.02936553955078, 64.75685119628906, 788.8836059570312)","(0.6326463222503662, 0.322842001914978, 0.7905523777008057)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902725,0.7371229529380798,0.7413978576660156
8384903105,515343713446,"(0.7326563596725464, 0.7429138422012329)","(85.5299301147461, 66.81859588623047, 16.274118423461914)",1,4.4001922607421875,1,"(-77.32958984375, 64.9849853515625, 788.6168212890625)","(0.6332313418388367, 0.322232723236084, 0.7901187539100647)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902736,0.7326563596725464,0.7429138422012329
8384914208,515343724543,"(0.7321585416793823, 0.7408168911933899)","(85.34693145751953, 67.22608947753906, 16.42242431640625)",1,4.40576171875,1,"(-77.61984252929688, 65.1839370727539, 788.0948486328125)","(0.6338443756103516, 0.3216421604156494, 0.7891724705696106)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902747,0.7321585416793823,0.7408168911933899
8384925311,515343735644,"(0.7310054302215576, 0.7382365465164185)","(84.92301177978516, 67.72750854492188, 16.604921340942383)",1,4.40264892578125,1,"(-78.00712585449219, 65.52873229980469, 788.1260375976562)","(0.6345329880714417, 0.3208090662956238, 0.7893668413162231)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902786,0.7310054302215576,0.7382365465164185
8384936415,515343746748,"(0.7314109802246094, 0.7353106141090393)","(85.07209014892578, 68.29607391357422, 16.811824798583984)",1,4.401092529296875,1,"(-78.37120819091797, 65.88926696777344, 788.0338134765625)","(0.6352014541625977, 0.31991350650787354, 0.7893152832984924)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902786,0.7314109802246094,0.7353106141090393
8384947518,515343757850,"(0.7321366667747498, 0.7387295365333557)","(85.3388900756836, 67.63172912597656, 16.57005500793457)",1,4.3916473388671875,1,"(-78.686767578125, 66.22071838378906, 787.9024658203125)","(0.6357898116111755, 0.3190808594226837, 0.7891722321510315)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902787,0.7321366667747498,0.7387295365333557
8384958621,515343768952,"(0.7321895956993103, 0.7405498623847961)","(85.35832977294922, 67.27796936035156, 16.44131088256836)",1,4.39044189453125,1,"(-79.01612854003906, 66.62129211425781, 787.521240234375)","(0.6364471912384033, 0.31802958250045776, 0.7885485887527466)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705572902792,0.7321895956993103,0.7405498623847961
