timestamp,event,device
0,enter,TABLE
99,quit,TABLE
616,enter,TABLE
749,quit,TABLE
1046,enter,TABLE
1231,quit,TABLE
1232,enter,SCREEN
1275,quit,SCREEN
1276,enter,TABLE
1509,quit,TABLE
1510,enter,SCREEN
1605,quit,SCREEN
1606,enter,TABLE
1653,quit,TABLE
1654,enter,SCREEN
1784,quit,SCREEN
1857,enter,TABLE
2288,quit,TABLE
2361,enter,TABLE
2443,quit,TABLE
2444,enter,SCREEN
2534,grasp,BLOCK
2584,quit,SCREEN
2585,enter,TABLE
2680,quit,TABLE
2776,enter,SCREEN
2876,quit,SCREEN
3068,enter,TABLE
4133,release,BLOCK
4193,quit,TABLE
