timestamp,event,device
0,enter,TABLE
104,quit,TABLE
766,enter,TABLE
1170,quit,TABLE
1390,enter,TABLE
1543,quit,TABLE
1593,enter,TABLE
1643,quit,TABLE
1644,enter,SCREEN
1743,quit,SCREEN
1744,enter,TABLE
1888,quit,TABLE
1889,enter,SCREEN
1941,quit,SCREEN
1942,enter,TABLE
1988,quit,TABLE
1989,enter,SCREEN
2214,quit,SCREEN
2281,enter,TABLE
2739,quit,TABLE
2780,enter,TABLE
2882,grasp,BLOCK
2932,quit,TABLE
2983,enter,SCREEN
3030,quit,SCREEN
3031,enter,TABLE
3227,quit,TABLE
3227,enter,SCREEN
3279,quit,SCREEN
3280,enter,TABLE
3374,quit,TABLE
3375,enter,SCREEN
3420,quit,SCREEN
3421,enter,TABLE
3632,quit,TABLE
3812,enter,TABLE
4923,release,BLOCK
4983,quit,TABLE
