world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence
339974.126667,0,339973.8837295,-0.6907880902290344,0.7299211621284485,-0.6907880902290344,0.7299211621284485,False,1.0
339974.126667,0,339973.887764,-0.6916441321372986,0.7298325300216675,-0.6916441321372986,0.7298325300216675,False,1.0
339974.126667,0,339973.8937645,-0.6897145509719849,0.7299545407295227,-0.6897145509719849,0.7299545407295227,False,1.0
339974.126667,0,339973.8977485,-0.68992680311203,0.730144202709198,-0.68992680311203,0.730144202709198,False,1.0
339974.126667,0,339973.9017385,-0.6858072280883789,0.7310751676559448,-0.6858072280883789,0.7310751676559448,False,1.0
339974.126667,0,339973.907811,-0.6885244846343994,0.7316997051239014,-0.6885244846343994,0.7316997051239014,False,1.0
339974.126667,0,339973.911829,-0.6847177147865295,0.7293350100517273,-0.6847177147865295,0.7293350100517273,False,1.0
339974.126667,0,339973.91581599996,-0.6844010353088379,0.7286451458930969,-0.6844010353088379,0.7286451458930969,False,1.0
339974.126667,0,339973.9197945,-0.6842730641365051,0.7306767106056213,-0.6842730641365051,0.7306767106056213,False,1.0
339974.126667,0,339973.923819,-0.6885110139846802,0.7280811071395874,-0.6885110139846802,0.7280811071395874,False,1.0
339974.126667,0,339973.9278525,-0.6878609657287598,0.7280486822128296,-0.6878609657287598,0.7280486822128296,False,1.0
339974.126667,0,339973.931819,-0.6886488795280457,0.7284323573112488,-0.6886488795280457,0.7284323573112488,False,1.0
339974.126667,0,339973.93577599997,-0.6901451945304871,0.7296925187110901,-0.6901451945304871,0.7296925187110901,False,1.0
339974.126667,0,339973.93978649995,-0.6903051733970642,0.7286231517791748,-0.6903051733970642,0.7286231517791748,False,1.0
339974.126667,0,339973.9437895,-0.6909170746803284,0.7291530966758728,-0.6909170746803284,0.7291530966758728,False,1.0
339974.126667,0,339973.947787,-0.6902152299880981,0.7284935712814331,-0.6902152299880981,0.7284935712814331,False,1.0
339974.126667,0,339973.95178799995,-0.6878791451454163,0.7270426154136658,-0.6878791451454163,0.7270426154136658,False,1.0
339974.126667,0,339973.95582,-0.6857115030288696,0.7281119227409363,-0.6857115030288696,0.7281119227409363,False,1.0
339974.126667,0,339973.959849,-0.6851828694343567,0.7293632626533508,-0.6851828694343567,0.7293632626533508,False,1.0
339974.126667,0,339973.966017,-0.6865763068199158,0.72953861951828,-0.6865763068199158,0.72953861951828,False,1.0
339974.126667,0,339973.97001349996,-0.6876518726348877,0.7297422289848328,-0.6876518726348877,0.7297422289848328,False,1.0
339974.126667,0,339973.9740645,-0.6878785490989685,0.7297177910804749,-0.6878785490989685,0.7297177910804749,False,1.0
339974.126667,0,339973.9779985,-0.6869524717330933,0.7299189567565918,-0.6869524717330933,0.7299189567565918,False,1.0
339974.126667,0,339973.98196749995,-0.6862562298774719,0.7297635078430176,-0.6862562298774719,0.7297635078430176,False,1.0
339974.126667,0,339973.9858335,-0.689331591129303,0.7293908596038818,-0.689331591129303,0.7293908596038818,False,1.0
339974.126667,0,339973.99187699996,-0.6847183108329773,0.7279329299926758,-0.6847183108329773,0.7279329299926758,False,1.0
339974.126667,0,339973.9959795,-0.6828114986419678,0.7290682792663574,-0.6828114986419678,0.7290682792663574,False,1.0
339974.126667,0,339973.99988399993,-0.6825554370880127,0.7273241877555847,-0.6825554370880127,0.7273241877555847,False,1.0
339974.126667,0,339974.003773,-0.6823978424072266,0.7272635102272034,-0.6823978424072266,0.7272635102272034,False,1.0
339974.126667,0,339974.00792949996,-0.6766130924224854,0.729928195476532,-0.6766130924224854,0.729928195476532,False,1.0
339974.126667,0,339974.0129475,-0.6749586462974548,0.7296380400657654,-0.6749586462974548,0.7296380400657654,False,1.0
339974.126667,0,339974.0168055,-0.672312319278717,0.7308331727981567,-0.672312319278717,0.7308331727981567,False,1.0
339974.126667,0,339974.0197965,-0.6715080142021179,0.7303919792175293,-0.6715080142021179,0.7303919792175293,False,1.0
339974.126667,0,339974.023808,-0.671698808670044,0.728193461894989,-0.671698808670044,0.728193461894989,False,1.0
339974.126667,0,339974.02782149997,-0.6695242524147034,0.7261245250701904,-0.6695242524147034,0.7261245250701904,False,1.0
339974.126667,0,339974.0318125,-0.6699389219284058,0.7255173325538635,-0.6699389219284058,0.7255173325538635,False,1.0
339974.126667,0,339974.03580099996,-0.6709535121917725,0.7253012657165527,-0.6709535121917725,0.7253012657165527,False,1.0
339974.126667,0,339974.03975899995,-0.6715923547744751,0.7230809330940247,-0.6715923547744751,0.7230809330940247,False,1.0
339974.126667,0,339974.04379799997,-0.6716264486312866,0.7226718664169312,-0.6716264486312866,0.7226718664169312,False,1.0
339974.126667,0,339974.047778,-0.6706273555755615,0.7199345231056213,-0.6706273555755615,0.7199345231056213,False,1.0
339974.126667,0,339974.05172550003,-0.6713277101516724,0.7182511687278748,-0.6713277101516724,0.7182511687278748,False,1.0
339974.126667,0,339974.05582849996,-0.6684647798538208,0.7165044546127319,-0.6684647798538208,0.7165044546127319,False,1.0
339974.126667,0,339974.0618475,-0.6688713431358337,0.7141394019126892,-0.6688713431358337,0.7141394019126892,False,1.0
339974.126667,0,339974.065757,-0.6702582836151123,0.7124308943748474,-0.6702582836151123,0.7124308943748474,False,1.0
339974.126667,0,339974.06974099996,-0.6686698794364929,0.7132436633110046,-0.6686698794364929,0.7132436633110046,False,1.0
339974.126667,0,339974.0757885,-0.6686851382255554,0.7108089923858643,-0.6686851382255554,0.7108089923858643,False,1.0
