timestamp,event,device
137,enter,SCREEN
150,quit,SCREEN
151,enter,TABLE
152,quit,TABLE
153,enter,SCREEN
248,quit,SCREEN
249,enter,TABLE
257,quit,TABLE
258,enter,SCREEN
278,quit,SCREEN
279,enter,TABLE
293,quit,TABLE
294,enter,SCREEN
802,quit,SCREEN
864,enter,TABLE
1026,quit,TABLE
1062,enter,TABLE
1269,quit,TABLE
1350,enter,TABLE
1372,quit,TABLE
1373,enter,SCREEN
1382,quit,SCREEN
1383,enter,TABLE
1384,quit,TABLE
1385,enter,SCREEN
1902,grasp,BLOCK
1997,quit,SCREEN
2080,enter,TABLE
3141,quit,TABLE
3343,enter,SCREEN
3588,quit,SCREEN
3589,enter,TABLE
3598,quit,TABLE
3599,enter,SCREEN
3621,quit,SCREEN
3622,enter,TABLE
3639,quit,TABLE
3640,enter,SCREEN
3703,quit,SCREEN
3704,enter,TABLE
3709,quit,TABLE
3710,enter,SCREEN
3975,quit,SCREEN
3976,enter,TABLE
4044,quit,TABLE
4125,enter,TABLE
4724,quit,TABLE
4774,release,BLOCK
