device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
4241075714,602964688301,"(0.34876134991645813, 0.13008369505405426)","(-55.59700393676758, 185.90060424804688, 59.61635208129883)",1,5.0111541748046875,1,"(-110.18121337890625, -83.27220153808594, 814.2740478515625)","(0.6885262727737427, 0.6719754934310913, 0.8518067598342896)",1,"(0.3484722375869751, 0.08565668761730194)","(-55.7032585144043, 194.53343200683594, 62.7584228515625)",1,4.109466552734375,1,"(-54.238800048828125, -84.95938873291016, 820.1288452148438)","(0.590137779712677, 0.6756982207298279, 0.8525995016098022)",1,1706191838516,0.35,0.11
4241086817,602964699405,"(0.3429868519306183, 0.1497928947210312)","(-57.719825744628906, 182.07083129882812, 58.222415924072266)",1,5.105255126953125,1,"(-110.21354675292969, -83.27565002441406, 814.227783203125)","(0.6885938048362732, 0.6719936728477478, 0.8517247438430786)",1,"(0.3466308116912842, 0.08308775722980499)","(-56.380226135253906, 195.03260803222656, 62.940128326416016)",1,4.0980072021484375,1,"(-54.27445983886719, -84.9586410522461, 820.0845336914062)","(0.5902047157287598, 0.6757062673568726, 0.8525159955024719)",1,1706191838527,0.34,0.12
4241097920,602964710512,"(0.3428262174129486, 0.14769808948040009)","(-57.77886199951172, 182.47787475585938, 58.370567321777344)",1,5.1168975830078125,1,"(-110.31363677978516, -83.29264068603516, 814.4076538085938)","(0.6887260675430298, 0.6719887852668762, 0.8521097302436829)",1,"(0.34688279032707214, 0.08296103775501251)","(-56.287601470947266, 195.05723571777344, 62.94911193847656)",1,4.098541259765625,1,"(-54.362422943115234, -84.97090148925781, 820.2703857421875)","(0.5903358459472656, 0.6756884455680847, 0.8528990745544434)",1,1706191838538,0.34,0.12
4241109023,602964721620,"(0.3386228382587433, 0.12943927943706512)","(-59.32408905029297, 186.02581787109375, 59.661964416503906)",1,5.070220947265625,1,"(-110.39705657958984, -83.3308334350586, 814.6106567382812)","(0.6888240575790405, 0.6720282435417175, 0.8525398969650269)",1,"(0.34768885374069214, 0.0979435071349144)","(-55.99127197265625, 192.14590454101562, 61.889488220214844)",1,4.1167449951171875,1,"(-54.43162155151367, -85.00486755371094, 820.4783325195312)","(0.5904321074485779, 0.675715982913971, 0.8533278703689575)",1,1706191838550,0.34,0.11
4241120126,602964732728,"(0.3341984748840332, 0.12698541581630707)","(-60.9505729675293, 186.50262451171875, 59.83551788330078)",1,5.044189453125,1,"(-110.47431945800781, -83.31377410888672, 814.6327514648438)","(0.6889533996582031, 0.6719816327095032, 0.8526006937026978)",1,"(0.3486054539680481, 0.10326475650072098)","(-55.6543083190918, 191.11190795898438, 61.51314163208008)",1,4.1144866943359375,1,"(-54.500144958496094, -84.9867172241211, 820.505859375)","(0.5905474424362183, 0.675666093826294, 0.8533879518508911)",1,1706191838560,0.34,0.12
4241131229,602964743837,"(0.33418139815330505, 0.1275935173034668)","(-60.95686721801758, 186.3844757080078, 59.79251480102539)",1,5.0287017822265625,1,"(-110.53730010986328, -83.3525619506836, 814.7803955078125)","(0.6890287399291992, 0.6720358729362488, 0.8529163599014282)",1,"(0.350665807723999, 0.10629350692033768)","(-54.89688491821289, 190.52337646484375, 61.298927307128906)",1,4.11407470703125,1,"(-54.55180358886719, -85.01972198486328, 820.6572265625)","(0.5906198024749756, 0.6757051944732666, 0.8537020087242126)",1,1706191838572,0.34,0.12
4241142332,602964754942,"(0.3410453200340271, 0.1446816474199295)","(-58.433563232421875, 183.06398010253906, 58.58403396606445)",1,5.0671234130859375,1,"(-110.60503387451172, -83.35748291015625, 814.9056396484375)","(0.6891171932220459, 0.6720163822174072, 0.8531826138496399)",1,"(0.35100460052490234, 0.11108218878507614)","(-54.772335052490234, 189.59288024902344, 60.96025466918945)",1,4.1180419921875,1,"(-54.6120491027832, -85.01827239990234, 820.7859497070312)","(0.5907091498374939, 0.6756699681282043, 0.8539652228355408)",1,1706191838584,0.35,0.13
4241153436,602964766047,"(0.3410453200340271, 0.1446816474199295)","(-58.433563232421875, 183.06398010253906, 58.58403396606445)",1,5.0671234130859375,1,"(-110.68846893310547, -83.32502746582031, 814.942626953125)","(0.6892535090446472, 0.6719303727149963, 0.8532713651657104)",1,"(0.35284167528152466, 0.10739923268556595)","(-54.096988677978516, 190.3085174560547, 61.22074508666992)",1,4.125579833984375,1,"(-54.68583679199219, -84.98481750488281, 820.8289184570312)","(0.5908315181732178, 0.6755808591842651, 0.8540533185005188)",1,1706191838594,0.35,0.13
4241164539,602964777151,"(0.3442895710468292, 0.14596818387508392)","(-57.24092483520508, 182.81398010253906, 58.4930419921875)",1,5.0754241943359375,1,"(-110.73822021484375, -83.34651184082031, 815.0520629882812)","(0.6893145442008972, 0.6719536185264587, 0.8535046577453613)",1,"(0.35432934761047363, 0.10315161198377609)","(-53.55010223388672, 191.13389587402344, 61.52116394042969)",1,4.125244140625,1,"(-54.73031234741211, -84.99752044677734, 820.9404907226562)","(0.5908957123756409, 0.675582766532898, 0.854283332824707)",1,1706191838631,0.35,0.12
4241175642,602964788255,"(0.34170955419540405, 0.14596891403198242)","(-58.18939208984375, 182.81385803222656, 58.492919921875)",1,5.067657470703125,1,"(-110.81779479980469, -83.35883331298828, 815.2169189453125)","(0.6894142627716064, 0.6719418168067932, 0.8538535237312317)",1,"(0.3552972972393036, 0.0942029133439064)","(-53.19426345825195, 192.8727569580078, 62.15404510498047)",1,4.1275787353515625,1,"(-54.80268096923828, -85.00407409667969, 821.1094970703125)","(0.5910013914108276, 0.6755561828613281, 0.854629635810852)",1,1706191838632,0.35,0.12
