world_index,world_timestamp,surface_name,event_type
0,411283.236225,Right,enter
0,411283.236225,Assembly,enter
0,411283.236225,Left,enter
0,411283.236225,Screen,enter
138,411291.344977,Screen,exit
141,411291.511984,Right,exit
141,411291.511984,Assembly,exit
141,411291.511984,Screen,enter
141,411291.511984,Screen,exit
145,411291.737208,Assembly,enter
146,411291.784994,Screen,enter
157,411292.384692,Right,enter
157,411292.384692,Right,exit
159,411292.498415,Assembly,exit
159,411292.498415,Screen,exit
161,411292.59045899997,Assembly,enter
162,411292.63860999997,Right,enter
165,411292.801036,Screen,enter
171,411293.15142,Screen,exit
213,411295.546233,Right,exit
214,411295.59537,Assembly,exit
218,411295.783642,Right,enter
218,411295.783642,Assembly,enter
219,411295.836278,Screen,enter
257,411298.122961,Right,exit
257,411298.122961,Screen,exit
258,411298.183771,Assembly,exit
258,411298.183771,Left,exit
260,411298.28186499997,Assembly,enter
260,411298.28186499997,Left,enter
261,411298.333127,Right,enter
283,411299.693939,Right,exit
283,411299.693939,Assembly,exit
287,411299.912985,Assembly,enter
289,411300.019049,Right,enter
290,411300.07284599997,Screen,enter
294,411300.307531,Right,exit
297,411300.504022,Right,enter
297,411300.504022,Right,exit
301,411300.749597,Right,enter
301,411300.749597,Right,exit
309,411301.190078,Right,enter
309,411301.190078,Screen,exit
318,411301.690493,Right,exit
320,411301.793511,Right,enter
321,411301.851361,Screen,enter
327,411302.22993,Screen,exit
348,411303.454266,Right,exit
350,411303.558191,Right,enter
352,411303.662439,Screen,enter
372,411304.80124,Screen,exit
374,411304.906091,Screen,enter
374,411304.906091,Screen,exit
401,411306.411157,Screen,enter
424,411307.709409,Right,exit
426,411307.822072,Right,enter
449,411309.117034,Right,exit
450,411309.172722,Assembly,exit
450,411309.172722,Screen,exit
453,411309.319999,Assembly,enter
454,411309.369185,Right,enter
477,411310.584699,Screen,enter
487,411311.139513,Right,exit
488,411311.192678,Assembly,exit
488,411311.192678,Screen,exit
492,411311.36594,Right,enter
492,411311.36594,Assembly,enter
497,411311.620854,Screen,enter
497,411311.620854,Screen,exit
524,411313.05882599996,Right,exit
524,411313.05882599996,Assembly,exit
524,411313.05882599996,Left,exit
527,411313.194026,Left,enter
529,411313.280949,Assembly,enter
529,411313.280949,Screen,enter
530,411313.334524,Right,enter
547,411314.41503699997,Right,exit
549,411314.516279,Right,enter
564,411315.337991,Right,exit
564,411315.337991,Left,exit
564,411315.337991,Screen,exit
566,411315.447448,Assembly,exit
568,411315.53431899997,Right,enter
568,411315.53431899997,Assembly,enter
569,411315.577765,Left,enter
586,411316.475821,Right,exit
586,411316.475821,Assembly,exit
587,411316.528613,Left,exit
590,411316.66137,Left,enter
592,411316.752486,Right,enter
592,411316.752486,Assembly,enter
593,411316.804067,Screen,enter
644,411319.800322,Right,exit
644,411319.800322,Screen,exit
646,411319.910622,Assembly,exit
647,411319.965108,Left,exit
651,411320.144379,Right,enter
651,411320.144379,Assembly,enter
651,411320.144379,Left,enter
658,411320.549075,Right,exit
658,411320.549075,Assembly,exit
658,411320.549075,Left,exit
