timestamp,event,device
382,enter,TABLE
447,quit,TABLE
675,enter,TABLE
754,quit,TABLE
1081,enter,SCREEN
1176,quit,SCREEN
1177,enter,TABLE
1181,quit,TABLE
1182,enter,SCREEN
2117,quit,SCREEN
2118,enter,TABLE
2126,quit,TABLE
2127,enter,SCREEN
2862,quit,SCREEN
2863,enter,TABLE
2924,quit,TABLE
3074,enter,TABLE
3225,quit,TABLE
3240,enter,TABLE
3302,quit,TABLE
3416,enter,TABLE
3481,quit,TABLE
3576,enter,TABLE
4175,grasp,BLOCK
5913,quit,TABLE
5946,enter,TABLE
6007,quit,TABLE
6068,release,BLOCK
