world_index,world_timestamp,surface_name,event_type
0,864783.1175210001,Assembly,enter
0,864783.1175210001,Left,enter
0,864783.1175210001,Screen,enter
53,864786.2213770001,Assembly,exit
53,864786.2213770001,Left,exit
53,864786.2213770001,Screen,exit
58,864786.480277,Right,enter
58,864786.480277,Assembly,enter
58,864786.480277,Left,enter
60,864786.6097980001,Right,exit
60,864786.6097980001,Assembly,exit
60,864786.6097980001,Left,exit
66,864786.954231,Assembly,enter
66,864786.954231,Left,enter
66,864786.954231,Screen,enter
81,864787.7774980001,Assembly,exit
81,864787.7774980001,Left,exit
81,864787.7774980001,Screen,exit
85,864787.9927170001,Left,enter
86,864788.041818,Assembly,enter
87,864788.095065,Right,enter
87,864788.095065,Screen,enter
93,864788.4515020001,Right,exit
93,864788.4515020001,Assembly,exit
93,864788.4515020001,Left,exit
93,864788.4515020001,Screen,exit
98,864788.663473,Left,enter
98,864788.663473,Screen,enter
100,864788.76222,Assembly,enter
101,864788.81559,Assembly,exit
106,864789.065878,Left,exit
106,864789.065878,Screen,exit
112,864789.372052,Right,enter
112,864789.372052,Assembly,enter
112,864789.372052,Left,enter
139,864790.9967250001,Right,exit
139,864790.9967250001,Assembly,exit
139,864790.9967250001,Left,exit
145,864791.2502220001,Left,enter
145,864791.2502220001,Screen,enter
146,864791.300459,Assembly,enter
163,864792.227028,Assembly,exit
163,864792.227028,Left,exit
163,864792.227028,Screen,exit
166,864792.3846880001,Left,enter
167,864792.428695,Assembly,enter
168,864792.480068,Right,enter
168,864792.480068,Screen,enter
178,864793.059918,Right,exit
178,864793.059918,Assembly,exit
178,864793.059918,Screen,exit
183,864793.2975720001,Assembly,enter
183,864793.2975720001,Screen,enter
184,864793.3486090001,Assembly,exit
185,864793.400505,Left,exit
185,864793.400505,Screen,exit
191,864793.6960560001,Left,enter
192,864793.746912,Assembly,enter
193,864793.8052930001,Right,enter
218,864795.346273,Right,exit
218,864795.346273,Assembly,exit
218,864795.346273,Left,exit
225,864795.658826,Left,enter
226,864795.7026310001,Assembly,enter
226,864795.7026310001,Screen,enter
236,864796.263797,Assembly,exit
237,864796.3229700001,Left,exit
237,864796.3229700001,Screen,exit
240,864796.4936680001,Left,enter
241,864796.542335,Right,enter
241,864796.542335,Assembly,enter
242,864796.590925,Screen,enter
244,864796.7270620001,Right,exit
244,864796.7270620001,Assembly,exit
244,864796.7270620001,Screen,exit
245,864796.7889490001,Left,exit
248,864796.927172,Left,enter
249,864796.9695550001,Assembly,enter
249,864796.9695550001,Screen,enter
254,864797.23042,Assembly,exit
256,864797.3354280001,Left,exit
256,864797.3354280001,Screen,exit
261,864797.5463500001,Left,enter
262,864797.5929330001,Assembly,enter
263,864797.6465060001,Right,enter
318,864800.650937,Right,exit
318,864800.650937,Assembly,exit
318,864800.650937,Left,exit
324,864800.914024,Left,enter
325,864800.962497,Assembly,enter
325,864800.962497,Screen,enter
334,864801.4422660001,Assembly,exit
334,864801.4422660001,Left,exit
334,864801.4422660001,Screen,exit
338,864801.6541820001,Left,enter
339,864801.7018510001,Assembly,enter
339,864801.7018510001,Screen,enter
341,864801.8234130001,Right,enter
354,864802.582209,Right,exit
354,864802.582209,Assembly,exit
354,864802.582209,Screen,exit
357,864802.7334,Assembly,enter
358,864802.779178,Right,enter
377,864803.8150620001,Right,exit
377,864803.8150620001,Assembly,exit
377,864803.8150620001,Left,exit
383,864804.073617,Assembly,enter
383,864804.073617,Left,enter
383,864804.073617,Screen,enter
388,864804.3454270001,Assembly,exit
389,864804.4042300001,Left,exit
389,864804.4042300001,Screen,exit
394,864804.653624,Right,enter
394,864804.653624,Assembly,enter
394,864804.653624,Left,enter
399,864804.970896,Right,exit
400,864805.024632,Assembly,exit
400,864805.024632,Left,exit
406,864805.3094400001,Left,enter
406,864805.3094400001,Screen,enter
407,864805.360983,Assembly,enter
412,864805.639343,Assembly,exit
412,864805.639343,Left,exit
412,864805.639343,Screen,exit
415,864805.8019600001,Assembly,enter
415,864805.8019600001,Left,enter
415,864805.8019600001,Screen,enter
431,864806.6235130001,Assembly,exit
431,864806.6235130001,Screen,exit
433,864806.7161330001,Left,exit
435,864806.7964560001,Left,enter
437,864806.881778,Right,enter
437,864806.881778,Assembly,enter
466,864808.432685,Right,exit
466,864808.432685,Assembly,exit
466,864808.432685,Left,exit
474,864808.771104,Assembly,enter
474,864808.771104,Left,enter
474,864808.771104,Screen,enter
486,864809.4077560001,Assembly,exit
487,864809.4573390001,Screen,exit
490,864809.602418,Assembly,enter
492,864809.696448,Screen,enter
499,864810.0485970001,Right,enter
500,864810.101242,Right,exit
500,864810.101242,Assembly,exit
500,864810.101242,Screen,exit
501,864810.158287,Left,exit
505,864810.339521,Left,enter
505,864810.339521,Screen,enter
524,864811.237666,Left,exit
524,864811.237666,Screen,exit
530,864811.4947640001,Left,enter
531,864811.537565,Right,enter
531,864811.537565,Assembly,enter
570,864813.74549,Right,exit
570,864813.74549,Assembly,exit
570,864813.74549,Left,exit
577,864814.036211,Left,enter
577,864814.036211,Screen,enter
578,864814.0843000001,Assembly,enter
592,864814.8263140001,Assembly,exit
592,864814.8263140001,Screen,exit
593,864814.882452,Left,exit
595,864814.9838230001,Left,enter
597,864815.073631,Right,enter
597,864815.073631,Assembly,enter
598,864815.126957,Screen,enter
614,864815.980433,Right,exit
614,864815.980433,Assembly,exit
614,864815.980433,Screen,exit
619,864816.2081050001,Right,enter
619,864816.2081050001,Assembly,enter
625,864816.525552,Right,exit
625,864816.525552,Assembly,exit
625,864816.525552,Left,exit
631,864816.7796840001,Assembly,enter
631,864816.7796840001,Left,enter
631,864816.7796840001,Screen,enter
634,864816.950603,Assembly,exit
634,864816.950603,Left,exit
634,864816.950603,Screen,exit
640,864817.2140200001,Right,enter
640,864817.2140200001,Assembly,enter
640,864817.2140200001,Left,enter
