timestamp,event,device
113,enter,TABLE
179,quit,TABLE
275,enter,TABLE
374,quit,TABLE
469,enter,TABLE
535,quit,TABLE
567,enter,TABLE
1345,quit,TABLE
1573,enter,SCREEN
1574,quit,SCREEN
1575,enter,TABLE
1581,quit,TABLE
1582,enter,SCREEN
1960,quit,SCREEN
1961,enter,TABLE
1970,quit,TABLE
1971,enter,SCREEN
2025,quit,SCREEN
2026,enter,TABLE
2045,quit,TABLE
2046,enter,SCREEN
2385,quit,SCREEN
2386,enter,TABLE
2387,quit,TABLE
2388,enter,SCREEN
2772,quit,SCREEN
2773,enter,TABLE
3394,quit,TABLE
3504,enter,SCREEN
3661,quit,SCREEN
3707,enter,SCREEN
4006,quit,SCREEN
4075,enter,TABLE
4592,grasp,BLOCK
5111,quit,TABLE
5145,enter,TABLE
7783,quit,TABLE
7837,enter,TABLE
8127,quit,TABLE
8160,enter,TABLE
8225,quit,TABLE
8235,release,BLOCK
