world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence
429576.384468,0,429575.995568,-15.72552490234375,5.617013454437256,-15.72552490234375,5.617013454437256,False,1.0
429576.384468,0,429576.003661,-15.703353881835938,5.5876617431640625,-15.703353881835938,5.5876617431640625,False,1.0
429576.384468,0,429576.011551,-15.849122047424316,5.6386799812316895,-15.849122047424316,5.6386799812316895,False,1.0
429576.384468,0,429576.019559,-15.894390106201172,5.639682769775391,-15.894390106201172,5.639682769775391,False,1.0
429576.384468,0,429576.031844,-15.813370704650879,5.596322536468506,-15.813370704650879,5.596322536468506,False,1.0
429576.384468,0,429576.039583,-16.042560577392578,5.683203220367432,-16.042560577392578,5.683203220367432,False,1.0
429576.384468,0,429576.047537,-16.12915802001953,5.688669681549072,-16.12915802001953,5.688669681549072,False,1.0
429576.384468,0,429576.05598999996,-16.279279708862305,5.738227844238281,-16.279279708862305,5.738227844238281,False,1.0
429576.384468,0,429576.063739,-16.355754852294922,5.767573356628418,-16.355754852294922,5.767573356628418,False,1.0
429576.384468,0,429576.07156099996,-16.256027221679688,5.761683464050293,-16.256027221679688,5.761683464050293,False,1.0
429576.384468,0,429576.077503,-2.6970772743225098,1.5574474334716797,-2.6970772743225098,1.5574474334716797,False,0.12802151157215322
429576.384468,0,429576.07965599996,-15.645075798034668,5.7850542068481445,-15.645075798034668,5.7850542068481445,False,1.0
429576.384468,0,429576.086065,-2.1073110103607178,1.6683505773544312,-2.1073110103607178,1.6683505773544312,False,0.11907177590668275
429576.384468,0,429576.08746099996,-14.85741901397705,5.78950309753418,-14.85741901397705,5.78950309753418,False,1.0
429576.384468,0,429576.095482,-13.639862060546875,5.771395683288574,-13.639862060546875,5.771395683288574,False,0.99
429576.384468,0,429576.09556399996,-1.7501620054244995,1.6225403547286987,-1.7501620054244995,1.6225403547286987,False,0.1710069559438018
429576.384468,0,429576.104763,-12.789201736450195,5.698121547698975,-12.789201736450195,5.698121547698975,False,1.0
429576.384468,0,429576.10552599997,-2.1588995456695557,1.5231419801712036,-2.1588995456695557,1.5231419801712036,False,0.1151569630334923
429576.384468,0,429576.112312,-2.189513683319092,1.4717339277267456,-2.189513683319092,1.4717339277267456,False,0.10871998194044934
429576.384468,0,429576.115434,-12.516940116882324,5.683961868286133,-12.516940116882324,5.683961868286133,False,1.0
429576.384468,0,429576.119597,-2.13800311088562,1.483505368232727,-2.13800311088562,1.483505368232727,False,0.16180480752551074
429576.384468,0,429576.12363499997,-12.944426536560059,5.899669170379639,-12.944426536560059,5.899669170379639,False,1.0
429576.384468,0,429576.130256,-2.1610825061798096,1.5947234630584717,-2.1610825061798096,1.5947234630584717,False,0.13421445522988829
429576.384468,0,429576.131604,-13.078429222106934,6.016071319580078,-13.078429222106934,6.016071319580078,False,1.0
429576.384468,0,429576.138286,-1.875168800354004,1.675166130065918,-1.875168800354004,1.675166130065918,False,0.14140652148105148
429576.384468,0,429576.13974899997,-13.403658866882324,6.169443130493164,-13.403658866882324,6.169443130493164,False,1.0
429576.384468,0,429576.147734,-13.584911346435547,6.2741379737854,-13.584911346435547,6.2741379737854,False,1.0
429576.384468,0,429576.148848,-2.284646987915039,1.573492169380188,-2.284646987915039,1.573492169380188,False,0.14451722375779869
429576.384468,0,429576.155685,-13.93136978149414,6.427809238433838,-13.93136978149414,6.427809238433838,False,1.0
429576.384468,0,429576.15745299996,-2.6016080379486084,1.528405785560608,-2.6016080379486084,1.528405785560608,False,0.1041427797575291
429576.384468,0,429576.164429,-14.120795249938965,6.492111682891846,-14.120795249938965,6.492111682891846,False,1.0
429576.384468,0,429576.166605,-2.0401978492736816,1.6452422142028809,-2.0401978492736816,1.6452422142028809,False,0.14615734975972577
429576.384468,0,429576.171752,-14.320293426513672,6.590639114379883,-14.320293426513672,6.590639114379883,False,1.0
429576.384468,0,429576.173876,-2.230745553970337,1.4889670610427856,-2.230745553970337,1.4889670610427856,False,0.1393942482112408
429576.384468,0,429576.179611,-13.984102249145508,6.412787914276123,-13.984102249145508,6.412787914276123,False,1.0
429576.384468,0,429576.180388,-2.4239070415496826,1.5600485801696777,-2.4239070415496826,1.5600485801696777,False,0.1405162006727234
429576.384468,0,429576.187613,-13.821730613708496,6.310190677642822,-13.821730613708496,6.310190677642822,False,1.0
429576.384468,0,429576.19005,-2.361826181411743,1.5703003406524658,-2.361826181411743,1.5703003406524658,False,0.11443441413219187
429576.384468,0,429576.196736,-2.283085346221924,1.5745484828948975,-2.283085346221924,1.5745484828948975,False,0.13358711379109023
429576.384468,0,429576.199625,-13.890308380126953,6.280873775482178,-13.890308380126953,6.280873775482178,False,1.0
429576.384468,0,429576.204025,-2.8192172050476074,1.604787826538086,-2.8192172050476074,1.604787826538086,False,0.13798025727250196
429576.384468,0,429576.207537,-13.97758674621582,6.295875549316406,-13.97758674621582,6.295875549316406,False,1.0
429576.384468,0,429576.21340899996,-2.261756420135498,1.5350315570831299,-2.261756420135498,1.5350315570831299,False,0.11618521053939028
429576.384468,0,429576.21561,-13.759321212768555,6.1750264167785645,-13.759321212768555,6.1750264167785645,False,1.0
429576.384468,0,429576.220704,-2.4521279335021973,1.6069382429122925,-2.4521279335021973,1.6069382429122925,False,0.12047387838849917
429576.384468,0,429576.223627,-13.772610664367676,6.160792827606201,-13.772610664367676,6.160792827606201,False,1.0
429576.384468,0,429576.227892,-2.478879451751709,1.5526620149612427,-2.478879451751709,1.5526620149612427,False,0.12919088660635977
