world_index,world_timestamp,surface_name,event_type
0,429576.384468,Right,enter
0,429576.384468,Assembly,enter
0,429576.384468,Left,enter
0,429576.384468,Screen,enter
47,429579.423431,Right,exit
47,429579.423431,Screen,exit
48,429579.49110499996,Assembly,exit
49,429579.553419,Left,exit
51,429579.647471,Right,enter
52,429579.710885,Assembly,enter
52,429579.710885,Left,enter
60,429580.24048,Right,exit
60,429580.24048,Assembly,exit
61,429580.307203,Left,exit
64,429580.473413,Left,enter
64,429580.473413,Screen,enter
65,429580.530783,Right,enter
65,429580.530783,Assembly,enter
143,429585.187174,Right,exit
143,429585.187174,Screen,exit
144,429585.250719,Left,exit
148,429585.445804,Right,enter
148,429585.445804,Left,enter
168,429586.533032,Right,exit
168,429586.533032,Assembly,exit
169,429586.592333,Left,exit
171,429586.686671,Left,enter
173,429586.777069,Assembly,enter
174,429586.82614,Right,enter
174,429586.82614,Screen,enter
214,429589.175939,Right,exit
214,429589.175939,Screen,exit
217,429589.33834,Right,enter
252,429591.202535,Right,exit
252,429591.202535,Assembly,exit
252,429591.202535,Left,exit
258,429591.48551699996,Right,enter
258,429591.48551699996,Assembly,enter
258,429591.48551699996,Left,enter
258,429591.48551699996,Screen,enter
292,429593.476837,Screen,exit
328,429595.412799,Left,exit
329,429595.475894,Right,exit
329,429595.475894,Assembly,exit
333,429595.664344,Left,enter
335,429595.761267,Right,enter
335,429595.761267,Assembly,enter
335,429595.761267,Screen,enter
356,429596.954777,Right,exit
356,429596.954777,Assembly,exit
356,429596.954777,Screen,exit
357,429597.021641,Left,exit
362,429597.241392,Right,enter
362,429597.241392,Left,enter
363,429597.28651299997,Assembly,enter
383,429598.382696,Assembly,exit
384,429598.444439,Left,exit
386,429598.545069,Left,enter
388,429598.639845,Assembly,enter
389,429598.692024,Screen,enter
396,429599.119524,Screen,exit
433,429601.237489,Right,exit
433,429601.237489,Assembly,exit
434,429601.295819,Left,exit
435,429601.346009,Right,enter
436,429601.389262,Right,exit
437,429601.436126,Left,enter
439,429601.528452,Right,enter
439,429601.528452,Assembly,enter
439,429601.528452,Screen,enter
447,429601.9771,Screen,exit
448,429602.034549,Right,exit
448,429602.034549,Assembly,exit
449,429602.088462,Left,exit
454,429602.30905,Right,enter
454,429602.30905,Left,enter
456,429602.398737,Assembly,enter
501,429604.84366899997,Right,exit
501,429604.84366899997,Assembly,exit
501,429604.84366899997,Left,exit
504,429604.981011,Right,enter
504,429604.981011,Right,exit
505,429605.030601,Left,enter
507,429605.11969099997,Right,enter
507,429605.11969099997,Assembly,enter
508,429605.168161,Screen,enter
514,429605.507084,Right,exit
514,429605.507084,Screen,exit
515,429605.563878,Assembly,exit
516,429605.61555,Left,exit
523,429605.925695,Right,enter
525,429606.019482,Assembly,enter
525,429606.019482,Left,enter
563,429608.057073,Assembly,exit
564,429608.117867,Left,exit
566,429608.209786,Right,exit
567,429608.252003,Left,enter
569,429608.34126099997,Right,enter
569,429608.34126099997,Assembly,enter
571,429608.439595,Screen,enter
590,429609.530216,Right,exit
590,429609.530216,Screen,exit
591,429609.590457,Assembly,exit
592,429609.643592,Left,exit
595,429609.774678,Right,enter
595,429609.774678,Left,enter
597,429609.863898,Assembly,enter
619,429610.999373,Assembly,exit
620,429611.057057,Left,exit
622,429611.15535899997,Left,enter
623,429611.202018,Assembly,enter
626,429611.351106,Screen,enter
631,429611.641975,Screen,exit
633,429611.748517,Screen,enter
634,429611.797738,Screen,exit
636,429611.902436,Screen,enter
636,429611.902436,Screen,exit
640,429612.10674,Screen,enter
640,429612.10674,Screen,exit
656,429612.942325,Right,exit
656,429612.942325,Assembly,exit
659,429613.084708,Assembly,enter
660,429613.129602,Right,enter
660,429613.129602,Screen,enter
664,429613.365071,Screen,exit
665,429613.425363,Right,exit
665,429613.425363,Assembly,exit
666,429613.483526,Left,exit
672,429613.72564099997,Right,enter
672,429613.72564099997,Left,enter
674,429613.816931,Assembly,enter
708,429615.599876,Assembly,exit
709,429615.653039,Right,exit
709,429615.653039,Left,exit
711,429615.743415,Left,enter
713,429615.832523,Assembly,enter
714,429615.885803,Right,enter
714,429615.885803,Screen,enter
720,429616.23517,Right,exit
720,429616.23517,Screen,exit
721,429616.29086999997,Assembly,exit
721,429616.29086999997,Left,exit
726,429616.516296,Right,enter
728,429616.607491,Assembly,enter
728,429616.607491,Left,enter
767,429618.646196,Assembly,exit
770,429618.79982899997,Right,exit
772,429618.887921,Right,enter
772,429618.887921,Assembly,enter
774,429618.98773,Screen,enter
801,429620.607167,Right,exit
801,429620.607167,Assembly,exit
801,429620.607167,Screen,exit
802,429620.674189,Left,exit
806,429620.864683,Left,enter
807,429620.90651,Assembly,enter
809,429620.999479,Right,enter
836,429622.397946,Right,exit
836,429622.397946,Assembly,exit
836,429622.397946,Left,exit
