timestamp,event,device
67,enter,TABLE
281,quit,TABLE
753,enter,TABLE
917,quit,TABLE
1283,enter,TABLE
1360,quit,TABLE
1823,enter,TABLE
1901,quit,TABLE
1901,enter,SCREEN
1978,quit,SCREEN
2217,enter,SCREEN
2300,quit,SCREEN
2863,enter,SCREEN
3139,quit,SCREEN
3140,enter,TABLE
3218,quit,TABLE
3774,enter,TABLE
4379,quit,TABLE
5003,grasp,BLOCK
6412,enter,TABLE
6562,quit,TABLE
6708,enter,TABLE
6815,quit,TABLE
7047,enter,TABLE
7147,quit,TABLE
7751,enter,TABLE
7820,quit,TABLE
7820,enter,SCREEN
7891,quit,SCREEN
7892,enter,TABLE
7962,quit,TABLE
8355,enter,TABLE
8419,quit,TABLE
8557,enter,TABLE
8627,quit,TABLE
8920,enter,TABLE
9028,quit,TABLE
9063,enter,TABLE
9272,quit,TABLE
9448,release,BLOCK
