timestamp,event,device
238,enter,TABLE
310,quit,TABLE
1510,enter,TABLE
1711,quit,TABLE
1834,enter,TABLE
2259,quit,TABLE
2260,enter,SCREEN
2373,quit,SCREEN
2407,enter,TABLE
2471,quit,TABLE
2505,enter,TABLE
2578,quit,TABLE
2989,enter,TABLE
3181,grasp,BLOCK
3297,quit,TABLE
3654,enter,TABLE
3813,quit,TABLE
3813,enter,SCREEN
3929,quit,SCREEN
4357,enter,TABLE
4461,quit,TABLE
5963,enter,TABLE
6050,quit,TABLE
6265,enter,TABLE
6406,quit,TABLE
7036,enter,TABLE
7106,quit,TABLE
7700,release,BLOCK
