timestamp,event,device
164,enter,SCREEN
322,quit,SCREEN
375,enter,SCREEN
478,quit,SCREEN
908,enter,SCREEN
1003,quit,SCREEN
1327,enter,TABLE
1390,quit,TABLE
1604,enter,SCREEN
1761,quit,SCREEN
1985,enter,TABLE
2099,quit,TABLE
2100,enter,SCREEN
2209,quit,SCREEN
2210,enter,TABLE
2321,quit,TABLE
2321,enter,SCREEN
2429,quit,SCREEN
2430,enter,TABLE
2656,quit,TABLE
2799,enter,TABLE
3034,quit,TABLE
3092,enter,TABLE
3261,quit,TABLE
3356,enter,SCREEN
3569,grasp,BLOCK
3623,quit,SCREEN
3677,enter,SCREEN
3845,quit,SCREEN
3900,enter,SCREEN
3959,quit,SCREEN
3960,enter,TABLE
4068,quit,TABLE
4276,enter,TABLE
4871,quit,TABLE
5045,enter,TABLE
5154,quit,TABLE
5209,enter,TABLE
5305,quit,TABLE
5448,enter,TABLE
5564,quit,TABLE
5623,release,BLOCK
