timestamp,event,device
215,enter,SCREEN
321,quit,SCREEN
378,enter,TABLE
437,quit,TABLE
438,enter,SCREEN
728,quit,SCREEN
787,enter,SCREEN
1197,quit,SCREEN
1250,enter,TABLE
1474,quit,TABLE
1534,enter,TABLE
1643,quit,TABLE
1644,enter,SCREEN
1696,quit,SCREEN
1697,enter,TABLE
1807,quit,TABLE
1808,enter,SCREEN
1862,quit,SCREEN
1863,enter,TABLE
2025,quit,TABLE
2026,enter,SCREEN
2079,grasp,BLOCK
2403,quit,SCREEN
2457,enter,TABLE
2568,quit,TABLE
2568,enter,SCREEN
2723,quit,SCREEN
2895,enter,TABLE
4195,release,BLOCK
4255,quit,TABLE
