world_index,world_timestamp,surface_name,event_type
0,270943.17855,Assembly,enter
0,270943.17855,Left,enter
0,270943.17855,Screen,enter
25,270944.242311,Screen,exit
29,270944.391391,Right,enter
32,270944.514769,Screen,enter
34,270944.60463,Screen,exit
38,270944.791303,Screen,enter
38,270944.791303,Screen,exit
42,270944.967176,Screen,enter
42,270944.967176,Screen,exit
46,270945.136046,Right,exit
47,270945.179141,Assembly,exit
54,270945.421269,Assembly,enter
54,270945.421269,Screen,enter
90,270946.86062399996,Assembly,exit
90,270946.86062399996,Left,exit
92,270946.932539,Screen,exit
100,270947.190287,Right,enter
100,270947.190287,Left,enter
101,270947.222301,Assembly,enter
109,270947.529568,Left,exit
110,270947.567883,Right,exit
110,270947.567883,Assembly,exit
120,270947.894219,Assembly,enter
120,270947.894219,Left,enter
120,270947.894219,Screen,enter
169,270949.825497,Assembly,exit
169,270949.825497,Left,exit
169,270949.825497,Screen,exit
173,270949.958037,Assembly,enter
173,270949.958037,Left,enter
173,270949.958037,Screen,enter
204,270951.107394,Assembly,exit
204,270951.107394,Screen,exit
206,270951.178148,Left,exit
213,270951.410154,Right,enter
213,270951.410154,Assembly,enter
215,270951.47961599997,Left,enter
229,270951.99434,Screen,enter
229,270951.99434,Screen,exit
237,270952.278771,Screen,enter
237,270952.278771,Screen,exit
239,270952.349936,Screen,enter
240,270952.387812,Screen,exit
245,270952.56737,Screen,enter
245,270952.56737,Screen,exit
271,270953.483911,Right,exit
271,270953.483911,Assembly,exit
272,270953.52167499997,Left,exit
281,270953.797669,Left,enter
282,270953.832055,Assembly,enter
282,270953.832055,Screen,enter
298,270954.480451,Assembly,exit
303,270954.65847799997,Assembly,enter
330,270955.770772,Assembly,exit
330,270955.770772,Left,exit
330,270955.770772,Screen,exit
339,270956.070291,Assembly,enter
340,270956.102853,Right,enter
340,270956.102853,Left,enter
375,270957.445333,Right,exit
375,270957.445333,Assembly,exit
375,270957.445333,Left,exit
378,270957.546116,Right,enter
378,270957.546116,Assembly,enter
378,270957.546116,Left,enter
390,270957.994164,Left,exit
391,270958.031315,Right,exit
391,270958.031315,Assembly,exit
400,270958.315996,Left,enter
401,270958.35289,Assembly,enter
401,270958.35289,Screen,enter
437,270959.886975,Assembly,exit
437,270959.886975,Screen,exit
438,270959.92566199997,Left,exit
447,270960.226266,Right,enter
448,270960.258169,Assembly,enter
449,270960.294228,Left,enter
469,270961.129524,Right,exit
469,270961.129524,Assembly,exit
469,270961.129524,Left,exit
479,270961.466183,Left,enter
480,270961.50203,Assembly,enter
481,270961.53795699996,Screen,enter
512,270962.822024,Assembly,exit
513,270962.86264999997,Left,exit
513,270962.86264999997,Screen,exit
522,270963.142296,Assembly,enter
523,270963.17428,Right,enter
523,270963.17428,Left,enter
553,270964.33685799997,Right,exit
554,270964.373416,Assembly,exit
554,270964.373416,Left,exit
562,270964.615821,Left,enter
563,270964.652612,Assembly,enter
564,270964.689994,Screen,enter
602,270966.28197,Assembly,exit
602,270966.28197,Screen,exit
603,270966.320433,Left,exit
611,270966.558292,Right,enter
611,270966.558292,Assembly,enter
611,270966.558292,Left,enter
624,270967.052599,Right,exit
624,270967.052599,Assembly,exit
624,270967.052599,Left,exit
634,270967.36474,Assembly,enter
634,270967.36474,Left,enter
634,270967.36474,Screen,enter
652,270968.087963,Assembly,exit
652,270968.087963,Left,exit
652,270968.087963,Screen,exit
664,270968.470233,Right,enter
664,270968.470233,Assembly,enter
666,270968.537664,Left,enter
742,270971.595757,Right,exit
742,270971.595757,Assembly,exit
742,270971.595757,Left,exit
752,270971.92218,Assembly,enter
752,270971.92218,Left,enter
753,270971.958907,Screen,enter
767,270972.531346,Assembly,exit
767,270972.531346,Screen,exit
768,270972.569445,Left,exit
778,270972.890204,Right,enter
778,270972.890204,Assembly,enter
780,270972.96309699997,Left,enter
862,270976.217038,Right,exit
862,270976.217038,Assembly,exit
862,270976.217038,Left,exit
871,270976.512526,Left,enter
872,270976.550751,Assembly,enter
872,270976.550751,Screen,enter
898,270977.642586,Screen,exit
900,270977.719335,Screen,enter
915,270978.321721,Screen,exit
917,270978.392977,Screen,enter
942,270979.320956,Assembly,exit
942,270979.320956,Left,exit
942,270979.320956,Screen,exit
949,270979.527513,Assembly,enter
950,270979.562111,Left,enter
951,270979.597848,Right,enter
1020,270982.366389,Right,exit
1020,270982.366389,Assembly,exit
1020,270982.366389,Left,exit
1030,270982.678227,Left,enter
1031,270982.715034,Assembly,enter
1031,270982.715034,Screen,enter
1048,270983.44284699997,Screen,exit
1050,270983.51460399997,Screen,enter
1067,270984.183157,Right,enter
1075,270984.51699,Screen,exit
1091,270985.19667699997,Screen,enter
1091,270985.19667699997,Screen,exit
1121,270986.413732,Assembly,exit
1121,270986.413732,Left,exit
1124,270986.515409,Assembly,enter
1125,270986.549413,Left,enter
1130,270986.735876,Right,exit
1130,270986.735876,Assembly,exit
1130,270986.735876,Left,exit
1140,270987.066144,Left,enter
1141,270987.102221,Screen,enter
1142,270987.13986,Assembly,enter
1179,270988.653821,Assembly,exit
1180,270988.693603,Screen,exit
1181,270988.729844,Left,exit
1191,270989.042209,Right,enter
1192,270989.07826599997,Assembly,enter
1192,270989.07826599997,Left,enter
1205,270989.60503599996,Right,exit
1205,270989.60503599996,Assembly,exit
1205,270989.60503599996,Left,exit
