timestamp,event,device
0,enter,TABLE
254,quit,TABLE
363,enter,TABLE
463,quit,TABLE
463,enter,SCREEN
826,quit,SCREEN
1069,enter,TABLE
1328,quit,TABLE
2395,enter,TABLE
2545,quit,TABLE
2800,enter,SCREEN
3297,quit,SCREEN
3532,enter,SCREEN
4271,quit,SCREEN
4372,enter,TABLE
4860,quit,TABLE
5169,enter,TABLE
5256,quit,TABLE
5388,enter,TABLE
5485,quit,TABLE
5720,grasp,BLOCK
5958,enter,TABLE
8395,quit,TABLE
8395,enter,SCREEN
8502,quit,SCREEN
8503,enter,TABLE
8564,quit,TABLE
8621,enter,SCREEN
8682,quit,SCREEN
8996,enter,TABLE
10011,release,BLOCK
10071,quit,TABLE
