timestamp,event,device
0,enter,TABLE
681,quit,TABLE
1126,enter,TABLE
1229,quit,TABLE
1384,enter,TABLE
1569,quit,TABLE
1569,enter,SCREEN
1631,quit,SCREEN
1693,enter,SCREEN
1756,quit,SCREEN
1996,enter,SCREEN
2507,quit,SCREEN
2508,enter,TABLE
2564,quit,TABLE
2565,enter,SCREEN
2619,quit,SCREEN
2620,enter,TABLE
2776,quit,TABLE
2777,enter,SCREEN
2885,quit,SCREEN
2886,enter,TABLE
2991,quit,TABLE
2992,enter,SCREEN
3043,quit,SCREEN
3044,enter,TABLE
3150,quit,TABLE
3151,enter,SCREEN
3205,quit,SCREEN
3206,enter,TABLE
3371,quit,TABLE
3372,enter,SCREEN
3429,quit,SCREEN
3430,enter,TABLE
3605,quit,TABLE
3606,enter,SCREEN
3729,quit,SCREEN
3730,enter,TABLE
3791,quit,TABLE
3791,enter,SCREEN
3916,quit,SCREEN
3917,enter,TABLE
4043,quit,TABLE
4043,enter,SCREEN
4103,quit,SCREEN
4104,enter,TABLE
4226,quit,TABLE
4226,enter,SCREEN
4346,quit,SCREEN
4347,enter,TABLE
4597,quit,TABLE
4597,enter,SCREEN
4710,quit,SCREEN
4852,enter,TABLE
5753,grasp,BLOCK
5887,quit,TABLE
5993,enter,TABLE
6106,quit,TABLE
6165,enter,SCREEN
6353,quit,SCREEN
6528,enter,SCREEN
6700,quit,SCREEN
6814,enter,SCREEN
6984,quit,SCREEN
7275,enter,TABLE
11425,quit,TABLE
11744,enter,SCREEN
11908,quit,SCREEN
12081,enter,SCREEN
12496,quit,SCREEN
12768,enter,TABLE
13609,release,BLOCK
13669,quit,TABLE
