timestamp,event,device
141,enter,TABLE
243,quit,TABLE
244,enter,SCREEN
397,quit,SCREEN
398,enter,TABLE
553,quit,TABLE
554,enter,SCREEN
780,quit,SCREEN
832,enter,SCREEN
939,quit,SCREEN
940,enter,TABLE
995,quit,TABLE
996,enter,SCREEN
1381,quit,SCREEN
1523,enter,TABLE
1786,quit,TABLE
1889,enter,TABLE
2558,quit,TABLE
2815,enter,SCREEN
3458,quit,SCREEN
3576,enter,SCREEN
3852,quit,SCREEN
3937,enter,TABLE
4804,quit,TABLE
4934,enter,SCREEN
5073,quit,SCREEN
5123,enter,SCREEN
5321,quit,SCREEN
5371,enter,SCREEN
5519,quit,SCREEN
5651,enter,TABLE
5806,grasp,BLOCK
6652,quit,TABLE
6698,enter,SCREEN
6899,quit,SCREEN
6953,enter,SCREEN
7371,quit,SCREEN
7530,enter,TABLE
9501,release,BLOCK
9561,quit,TABLE
