timestamp,event,device
0,enter,SCREEN
2754,quit,SCREEN
2965,enter,TABLE
3078,quit,TABLE
4202,enter,SCREEN
4495,quit,SCREEN
4496,enter,TABLE
4560,quit,TABLE
4560,enter,SCREEN
4738,quit,SCREEN
4739,enter,TABLE
4850,quit,TABLE
4851,enter,SCREEN
4972,quit,SCREEN
4973,enter,TABLE
5231,quit,TABLE
5231,enter,SCREEN
5356,quit,SCREEN
5447,enter,TABLE
6071,quit,TABLE
6122,enter,SCREEN
6335,grasp,BLOCK
7324,quit,SCREEN
7391,enter,SCREEN
7519,quit,SCREEN
7520,enter,TABLE
7582,quit,TABLE
7582,enter,SCREEN
7655,quit,SCREEN
7656,enter,TABLE
7786,quit,TABLE
7786,enter,SCREEN
8015,quit,SCREEN
8192,enter,TABLE
8866,quit,TABLE
8991,enter,TABLE
9039,quit,TABLE
9040,enter,SCREEN
9318,quit,SCREEN
9319,enter,TABLE
9540,quit,TABLE
9758,enter,TABLE
11175,quit,TABLE
11402,enter,SCREEN
11449,release,BLOCK
11509,quit,SCREEN
