timestamp,event,device
80414,enter,TABLE
80991,quit,TABLE
81102,enter,SCREEN
82053,quit,SCREEN
82671,enter,TABLE
82738,quit,TABLE
82781,enter,SCREEN
84613,quit,SCREEN
84801,enter,TABLE
85248,quit,TABLE
85498,enter,SCREEN
85558,quit,SCREEN
85559,enter,TABLE
85565,quit,TABLE
85566,enter,SCREEN
85734,quit,SCREEN
85735,enter,TABLE
85770,quit,TABLE
85771,enter,SCREEN
86822,quit,SCREEN
86920,enter,SCREEN
87146,quit,SCREEN
87154,enter,SCREEN
87219,quit,SCREEN
87220,enter,TABLE
87229,quit,TABLE
87230,enter,SCREEN
87243,quit,SCREEN
87244,enter,TABLE
87251,quit,TABLE
87252,enter,SCREEN
87263,quit,SCREEN
87264,enter,TABLE
87308,quit,TABLE
87309,enter,SCREEN
87324,quit,SCREEN
87325,enter,TABLE
87330,quit,TABLE
87331,enter,SCREEN
87354,quit,SCREEN
87355,enter,TABLE
87363,quit,TABLE
87364,enter,SCREEN
87372,quit,SCREEN
87373,enter,TABLE
87374,quit,TABLE
87375,enter,SCREEN
87387,quit,SCREEN
87388,enter,TABLE
87397,quit,TABLE
87398,enter,SCREEN
87405,quit,SCREEN
87406,enter,TABLE
87407,quit,TABLE
87408,enter,SCREEN
87423,quit,SCREEN
87424,enter,TABLE
87454,quit,TABLE
87455,enter,SCREEN
87455,quit,SCREEN
87456,enter,TABLE
87463,quit,TABLE
87464,enter,SCREEN
87487,quit,SCREEN
87488,enter,TABLE
87633,quit,TABLE
87770,enter,SCREEN
89183,quit,SCREEN
90154,enter,TABLE
90333,quit,TABLE
90442,enter,SCREEN
90803,quit,SCREEN
90861,enter,TABLE
92264,quit,TABLE
92265,enter,SCREEN
92272,quit,SCREEN
92273,enter,TABLE
92289,quit,TABLE
92290,enter,SCREEN
92304,quit,SCREEN
92305,enter,TABLE
92308,quit,TABLE
92309,enter,SCREEN
92322,quit,SCREEN
92323,enter,TABLE
92324,quit,TABLE
92325,enter,SCREEN
92336,quit,SCREEN
92337,enter,TABLE
92345,quit,TABLE
92346,enter,SCREEN
92354,quit,SCREEN
92355,enter,TABLE
92512,quit,TABLE
92513,enter,SCREEN
92515,quit,SCREEN
92516,enter,TABLE
92523,quit,TABLE
92524,enter,SCREEN
92530,quit,SCREEN
92531,enter,TABLE
92534,quit,TABLE
92535,enter,SCREEN
92550,quit,SCREEN
92551,enter,TABLE
92590,quit,TABLE
92591,enter,SCREEN
92604,quit,SCREEN
92605,enter,TABLE
92759,quit,TABLE
93036,enter,TABLE
93410,quit,TABLE
93550,enter,SCREEN
93862,quit,SCREEN
93863,enter,TABLE
93871,quit,TABLE
93872,enter,SCREEN
94315,quit,SCREEN
94316,enter,TABLE
94316,quit,TABLE
94317,enter,SCREEN
94354,quit,SCREEN
94355,enter,TABLE
94360,quit,TABLE
94361,enter,SCREEN
95278,quit,SCREEN
95279,enter,TABLE
95341,quit,TABLE
95383,enter,TABLE
95626,quit,TABLE
96218,enter,SCREEN
97345,quit,SCREEN
97699,enter,TABLE
98815,quit,TABLE
98816,enter,SCREEN
98827,quit,SCREEN
98828,enter,TABLE
98837,quit,TABLE
98838,enter,SCREEN
98845,quit,SCREEN
98846,enter,TABLE
98849,quit,TABLE
98850,enter,SCREEN
98859,quit,SCREEN
98860,enter,TABLE
98860,quit,TABLE
98861,enter,SCREEN
98877,quit,SCREEN
98878,enter,TABLE
98993,quit,TABLE
98994,enter,SCREEN
99006,quit,SCREEN
99007,enter,TABLE
99015,quit,TABLE
99016,enter,SCREEN
99023,quit,SCREEN
99024,enter,TABLE
99027,quit,TABLE
99028,enter,SCREEN
99038,quit,SCREEN
99039,enter,TABLE
99064,quit,TABLE
99065,enter,SCREEN
99071,quit,SCREEN
99072,enter,TABLE
99096,quit,TABLE
99097,enter,SCREEN
99109,quit,SCREEN
99110,enter,TABLE
99115,quit,TABLE
99116,enter,SCREEN
99121,quit,SCREEN
99122,enter,TABLE
99126,quit,TABLE
99127,enter,SCREEN
99135,quit,SCREEN
99136,enter,TABLE
99137,quit,TABLE
99138,enter,SCREEN
99153,quit,SCREEN
99154,enter,TABLE
99237,quit,TABLE
99238,enter,SCREEN
99254,quit,SCREEN
99255,enter,TABLE
99260,quit,TABLE
99261,enter,SCREEN
99265,quit,SCREEN
99266,enter,TABLE
99305,quit,TABLE
99306,enter,SCREEN
99316,quit,SCREEN
99317,enter,TABLE
99345,quit,TABLE
99346,enter,SCREEN
99364,quit,SCREEN
99365,enter,TABLE
99365,quit,TABLE
99366,enter,SCREEN
99379,quit,SCREEN
99380,enter,TABLE
99393,quit,TABLE
99394,enter,SCREEN
99397,quit,SCREEN
99398,enter,TABLE
99405,quit,TABLE
99406,enter,SCREEN
99412,quit,SCREEN
99413,enter,TABLE
99414,quit,TABLE
99415,enter,SCREEN
99427,quit,SCREEN
99428,enter,TABLE
99437,quit,TABLE
99438,enter,SCREEN
99444,quit,SCREEN
99445,enter,TABLE
99448,quit,TABLE
99449,enter,SCREEN
99462,quit,SCREEN
99463,enter,TABLE
99497,quit,TABLE
99498,enter,SCREEN
99513,quit,SCREEN
99514,enter,TABLE
99834,quit,TABLE
99964,enter,TABLE
100025,quit,TABLE
100143,enter,TABLE
100204,quit,TABLE
100321,enter,TABLE
100674,quit,TABLE
100881,enter,SCREEN
101066,quit,SCREEN
101067,enter,TABLE
101075,quit,TABLE
101076,enter,SCREEN
101488,quit,SCREEN
101489,enter,TABLE
101502,quit,TABLE
101503,enter,SCREEN
101892,quit,SCREEN
101893,enter,TABLE
101897,quit,TABLE
101898,enter,SCREEN
101928,quit,SCREEN
101929,enter,TABLE
101959,quit,TABLE
101960,enter,SCREEN
102123,quit,SCREEN
102124,enter,TABLE
102125,quit,TABLE
102126,enter,SCREEN
102173,quit,SCREEN
102174,enter,TABLE
102175,quit,TABLE
102176,enter,SCREEN
102300,quit,SCREEN
102301,enter,TABLE
102303,quit,TABLE
102304,enter,SCREEN
102413,quit,SCREEN
102461,enter,TABLE
102817,quit,TABLE
103573,grasp,BLOCK
104483,enter,TABLE
106340,quit,TABLE
106401,release,BLOCK
