timestamp,event,device
103,enter,TABLE
493,quit,TABLE
673,enter,TABLE
680,quit,TABLE
681,enter,SCREEN
768,quit,SCREEN
769,enter,TABLE
779,quit,TABLE
780,enter,SCREEN
832,quit,SCREEN
833,enter,TABLE
836,quit,TABLE
837,enter,SCREEN
865,quit,SCREEN
866,enter,TABLE
869,quit,TABLE
870,enter,SCREEN
886,quit,SCREEN
887,enter,TABLE
892,quit,TABLE
893,enter,SCREEN
1757,quit,SCREEN
1758,enter,TABLE
1758,quit,TABLE
1759,enter,SCREEN
1790,quit,SCREEN
1791,enter,TABLE
1791,quit,TABLE
1792,enter,SCREEN
2065,quit,SCREEN
2229,enter,TABLE
2536,quit,TABLE
2537,enter,TABLE
3126,grasp,BLOCK
5994,quit,TABLE
6034,release,BLOCK
