timestamp,event,device
3,enter,TABLE
4,quit,TABLE
5,enter,SCREEN
50,quit,SCREEN
51,enter,TABLE
62,quit,TABLE
63,enter,SCREEN
92,quit,SCREEN
93,enter,TABLE
93,quit,TABLE
94,enter,SCREEN
149,quit,SCREEN
150,enter,TABLE
159,quit,TABLE
160,enter,SCREEN
199,quit,SCREEN
200,enter,TABLE
200,quit,TABLE
201,enter,SCREEN
279,quit,SCREEN
280,enter,TABLE
281,quit,TABLE
282,enter,SCREEN
343,quit,SCREEN
344,enter,TABLE
361,quit,TABLE
362,enter,SCREEN
376,quit,SCREEN
377,enter,TABLE
381,quit,TABLE
382,enter,SCREEN
408,quit,SCREEN
409,enter,TABLE
415,quit,TABLE
416,enter,SCREEN
474,quit,SCREEN
475,enter,TABLE
510,quit,TABLE
511,enter,SCREEN
538,quit,SCREEN
539,enter,TABLE
547,quit,TABLE
548,enter,SCREEN
666,quit,SCREEN
667,enter,TABLE
675,quit,TABLE
676,enter,SCREEN
731,quit,SCREEN
732,enter,TABLE
736,quit,TABLE
737,enter,SCREEN
2623,quit,SCREEN
3763,enter,SCREEN
4817,quit,SCREEN
5106,enter,TABLE
5309,quit,TABLE
5456,enter,TABLE
5597,quit,TABLE
5618,enter,TABLE
5987,quit,TABLE
6097,grasp,BLOCK
6230,enter,SCREEN
6491,quit,SCREEN
7063,enter,TABLE
7125,quit,TABLE
7668,enter,SCREEN
7750,quit,SCREEN
7765,release,BLOCK
