timestamp,event,device
0,enter,TABLE
88,quit,TABLE
132,enter,TABLE
277,quit,TABLE
327,enter,TABLE
486,quit,TABLE
1139,enter,SCREEN
1240,quit,SCREEN
1391,enter,SCREEN
2062,quit,SCREEN
2230,enter,TABLE
2638,quit,TABLE
2784,enter,SCREEN
2886,quit,SCREEN
2936,enter,SCREEN
3184,grasp,BLOCK
3450,quit,SCREEN
3451,enter,TABLE
3549,quit,TABLE
3773,enter,TABLE
3872,quit,TABLE
3929,enter,TABLE
4039,quit,TABLE
4090,enter,TABLE
5758,quit,TABLE
5810,enter,TABLE
6450,release,BLOCK
6510,quit,TABLE
