timestamp,event,device
8,enter,TABLE
1046,quit,TABLE
1079,enter,TABLE
1144,quit,TABLE
1538,enter,TABLE
1662,quit,TABLE
1694,enter,TABLE
1788,quit,TABLE
1987,enter,SCREEN
2232,quit,SCREEN
2233,enter,TABLE
2242,quit,TABLE
2243,enter,SCREEN
2459,quit,SCREEN
2460,enter,TABLE
2466,quit,TABLE
2467,enter,SCREEN
2522,quit,SCREEN
2523,enter,TABLE
2526,quit,TABLE
2527,enter,SCREEN
2558,quit,SCREEN
2559,enter,TABLE
2567,quit,TABLE
2568,enter,SCREEN
2887,quit,SCREEN
3697,enter,TABLE
3879,quit,TABLE
3928,grasp,BLOCK
4137,enter,SCREEN
4435,quit,SCREEN
4892,enter,TABLE
5329,quit,TABLE
5546,enter,SCREEN
5831,quit,SCREEN
5866,enter,TABLE
5932,quit,TABLE
6045,enter,TABLE
6131,release,BLOCK
6191,quit,TABLE
