timestamp,event,device
329,enter,TABLE
343,quit,TABLE
344,enter,SCREEN
357,quit,SCREEN
358,enter,TABLE
369,quit,TABLE
370,enter,SCREEN
744,quit,SCREEN
745,enter,TABLE
747,quit,TABLE
748,enter,SCREEN
795,quit,SCREEN
796,enter,TABLE
803,quit,TABLE
804,enter,SCREEN
1169,quit,SCREEN
1170,enter,TABLE
1267,quit,TABLE
1268,enter,TABLE
1329,quit,TABLE
1342,grasp,BLOCK
1367,enter,TABLE
2174,quit,TABLE
3115,enter,TABLE
3192,quit,TABLE
3193,enter,SCREEN
3241,release,BLOCK
3301,quit,SCREEN
