world_index,world_timestamp,surface_name,event_type
0,79841.568783,Right,enter
0,79841.568783,Assembly,enter
0,79841.568783,Left,enter
43,79844.111073,Right,exit
43,79844.111073,Assembly,exit
43,79844.111073,Left,exit
51,79844.42613699999,Assembly,enter
51,79844.42613699999,Left,enter
51,79844.42613699999,Screen,enter
60,79844.94580399999,Assembly,exit
62,79845.05607499999,Assembly,enter
136,79849.58321499999,Assembly,exit
137,79849.637024,Screen,exit
139,79849.725205,Screen,enter
140,79849.772082,Assembly,enter
140,79849.772082,Assembly,exit
143,79849.91830899999,Assembly,enter
144,79849.968331,Assembly,exit
158,79850.651751,Assembly,enter
199,79852.904921,Assembly,exit
199,79852.904921,Screen,exit
200,79852.961503,Left,exit
208,79853.270429,Right,enter
208,79853.270429,Assembly,enter
210,79853.36818599999,Left,enter
226,79854.267192,Right,exit
226,79854.267192,Assembly,exit
226,79854.267192,Left,exit
234,79854.60688499999,Left,enter
235,79854.647426,Assembly,enter
235,79854.647426,Screen,enter
240,79854.89550799999,Assembly,exit
240,79854.89550799999,Left,exit
240,79854.89550799999,Screen,exit
247,79855.161696,Right,enter
247,79855.161696,Assembly,enter
248,79855.208223,Left,enter
248,79855.208223,Screen,enter
248,79855.208223,Screen,exit
251,79855.37629199999,Screen,enter
252,79855.435166,Screen,exit
257,79855.729929,Screen,enter
257,79855.729929,Screen,exit
260,79855.89520599999,Right,exit
260,79855.89520599999,Assembly,exit
260,79855.89520599999,Left,exit
268,79856.206712,Left,enter
269,79856.247697,Assembly,enter
269,79856.247697,Screen,enter
278,79856.687379,Assembly,exit
280,79856.817703,Assembly,enter
280,79856.817703,Assembly,exit
280,79856.817703,Left,exit
280,79856.817703,Screen,exit
290,79857.201127,Right,enter
291,79857.246149,Assembly,enter
292,79857.299017,Left,enter
296,79857.518319,Left,exit
297,79857.571915,Assembly,exit
301,79857.753071,Right,exit
303,79857.83231999999,Left,enter
304,79857.87104799999,Right,enter
304,79857.87104799999,Assembly,enter
305,79857.917087,Screen,enter
306,79857.97151599999,Screen,exit
333,79859.430085,Right,exit
333,79859.430085,Assembly,exit
333,79859.430085,Left,exit
340,79859.70632,Assembly,enter
340,79859.70632,Left,enter
340,79859.70632,Screen,enter
353,79860.37104799999,Assembly,exit
353,79860.37104799999,Left,exit
353,79860.37104799999,Screen,exit
361,79860.68185299999,Right,enter
361,79860.68185299999,Assembly,enter
362,79860.731795,Left,enter
378,79861.508852,Right,exit
378,79861.508852,Assembly,exit
378,79861.508852,Left,exit
386,79861.82709199999,Left,enter
387,79861.86896499999,Assembly,enter
388,79861.917082,Screen,enter
395,79862.258508,Assembly,exit
395,79862.258508,Left,exit
395,79862.258508,Screen,exit
402,79862.533877,Right,enter
402,79862.533877,Assembly,enter
403,79862.58283099999,Left,enter
418,79863.38292399999,Right,exit
418,79863.38292399999,Left,exit
419,79863.43848099999,Assembly,exit
426,79863.727669,Assembly,enter
426,79863.727669,Left,enter
426,79863.727669,Screen,enter
442,79864.58306599999,Assembly,exit
442,79864.58306599999,Left,exit
442,79864.58306599999,Screen,exit
448,79864.84375799999,Assembly,enter
448,79864.84375799999,Left,enter
449,79864.887271,Right,enter
450,79864.94056999999,Screen,enter
453,79865.124392,Right,exit
453,79865.124392,Assembly,exit
453,79865.124392,Left,exit
453,79865.124392,Screen,exit
458,79865.365236,Left,enter
459,79865.40905199999,Assembly,enter
459,79865.40905199999,Screen,enter
467,79865.82324,Assembly,exit
467,79865.82324,Left,exit
467,79865.82324,Screen,exit
475,79866.141926,Right,enter
475,79866.141926,Assembly,enter
475,79866.141926,Left,enter
487,79866.806978,Left,exit
488,79866.857446,Right,exit
488,79866.857446,Assembly,exit
495,79867.14798299999,Assembly,enter
495,79867.14798299999,Left,enter
495,79867.14798299999,Screen,enter
510,79867.94054299999,Assembly,exit
510,79867.94054299999,Left,exit
511,79867.994245,Screen,exit
517,79868.24861,Right,enter
517,79868.24861,Assembly,enter
517,79868.24861,Left,enter
518,79868.304444,Screen,enter
523,79868.58188999999,Screen,exit
527,79868.811978,Screen,enter
527,79868.811978,Screen,exit
531,79869.03984499999,Screen,enter
531,79869.03984499999,Screen,exit
533,79869.156844,Screen,enter
534,79869.217779,Screen,exit
544,79869.778962,Right,exit
544,79869.778962,Assembly,exit
544,79869.778962,Left,exit
551,79870.061443,Assembly,enter
551,79870.061443,Left,enter
551,79870.061443,Screen,enter
562,79870.618978,Assembly,exit
562,79870.618978,Left,exit
563,79870.66969299999,Screen,exit
566,79870.80314599999,Assembly,enter
566,79870.80314599999,Left,enter
569,79870.939564,Right,enter
569,79870.939564,Screen,enter
589,79872.07687399999,Screen,exit
592,79872.25706199999,Screen,enter
592,79872.25706199999,Screen,exit
595,79872.43200999999,Screen,enter
599,79872.65629099999,Right,exit
599,79872.65629099999,Assembly,exit
599,79872.65629099999,Left,exit
599,79872.65629099999,Screen,exit
606,79872.97304699999,Assembly,enter
606,79872.97304699999,Left,enter
