device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
7928718920,514887526016,"(0.3173486292362213, 0.2411893606185913)","(-67.1449203491211, 164.3111114501953, 51.75852966308594)",1,4.45538330078125,1,"(-69.61945343017578, 33.89082717895508, 817.2649536132812)","(0.6154202222824097, 0.40017780661582947, 0.8418495059013367)",1,"(0.3448018729686737, 0.29433760046958923)","(-57.05260467529297, 153.983642578125, 47.99957275390625)",1,4.0873565673828125,1,"(-15.792845726013184, 20.537328720092773, 819.6513061523438)","(0.5218033790588379, 0.43248042464256287, 0.840121328830719)",1,1705572446551,0.33,0.27
7928730024,514887537120,"(0.3206750452518463, 0.24447619915008545)","(-65.92207336425781, 163.67242431640625, 51.52605056762695)",1,4.469085693359375,1,"(-69.92733764648438, 33.74138641357422, 817.1279907226562)","(0.615979015827179, 0.4005049765110016, 0.8416168093681335)",1,"(0.3412483036518097, 0.3017159402370453)","(-58.35892868041992, 152.54989624023438, 47.477745056152344)",1,4.10003662109375,1,"(-16.058761596679688, 20.444589614868164, 819.5399169921875)","(0.5222703814506531, 0.4326830208301544, 0.8399043083190918)",1,1705572446561,0.33,0.27
7928741127,514887548219,"(0.32299599051475525, 0.23742210865020752)","(-65.06883239746094, 165.04318237304688, 52.02489471435547)",1,4.472869873046875,1,"(-70.1688003540039, 33.60650634765625, 816.9013671875)","(0.6164354681968689, 0.40079107880592346, 0.841195821762085)",1,"(0.3380614221096039, 0.3057973086833954)","(-59.53049087524414, 151.75680541992188, 47.18909454345703)",1,4.1152191162109375,1,"(-16.264636993408203, 20.36739730834961, 819.3343505859375)","(0.5226361751556396, 0.43284550309181213, 0.8394976854324341)",1,1705572446572,0.33,0.27
7928752230,514887559318,"(0.32274848222732544, 0.24639058113098145)","(-65.15980529785156, 163.30044555664062, 51.390594482421875)",1,4.4811553955078125,1,"(-70.4415512084961, 33.50251007080078, 816.5123291015625)","(0.6169705986976624, 0.4009891152381897, 0.8404594659805298)",1,"(0.3382922410964966, 0.31451931595802307)","(-59.44565963745117, 150.06204223632812, 46.572200775146484)",1,4.1077423095703125,1,"(-16.516407012939453, 20.323528289794922, 818.9681396484375)","(0.5230869054794312, 0.43292054533958435, 0.8387735486030579)",1,1705572446584,0.33,0.28
7928763333,514887570416,"(0.3190546929836273, 0.24709703028202057)","(-66.51771545410156, 163.16319274902344, 51.340633392333984)",1,4.4861907958984375,1,"(-70.71405792236328, 33.43307876586914, 816.7383422851562)","(0.6174126863479614, 0.4011666178703308, 0.8409506678581238)",1,"(0.33737850189208984, 0.3133733570575714)","(-59.78156280517578, 150.2847137451172, 46.65322494506836)",1,4.1038818359375,1,"(-16.729177474975586, 20.303983688354492, 819.2152709960938)","(0.5234483480453491, 0.4329756200313568, 0.8392752408981323)",1,1705572446595,0.33,0.28
7928774436,514887581514,"(0.3171145021915436, 0.25358185172080994)","(-67.23097229003906, 161.903076171875, 50.88203811645508)",1,4.4879913330078125,1,"(-70.83113861083984, 33.37187957763672, 816.294189453125)","(0.6176846623420715, 0.40126335620880127, 0.8400816917419434)",1,"(0.33800843358039856, 0.309868186712265)","(-59.54997634887695, 150.96585083007812, 46.90110397338867)",1,4.112152099609375,1,"(-16.828083038330078, 20.301715850830078, 818.7830200195312)","(0.5236355066299438, 0.43295374512672424, 0.8384150266647339)",1,1705572446613,0.33,0.28
7928785539,514887592613,"(0.31871193647384644, 0.24926844239234924)","(-66.64372253417969, 162.7412109375, 51.187103271484375)",1,4.4942474365234375,1,"(-71.02799224853516, 33.32198715209961, 815.9620361328125)","(0.6180788278579712, 0.4013430178165436, 0.8394504189491272)",1,"(0.3386687934398651, 0.31296399235725403)","(-59.30722427368164, 150.36427307128906, 46.68217086791992)",1,4.13043212890625,1,"(-17.003650665283203, 20.315900802612305, 818.4678344726562)","(0.5239517092704773, 0.4328988492488861, 0.8377929925918579)",1,1705572446637,0.33,0.28
7928796642,514887603716,"(0.32238245010375977, 0.2483551800251007)","(-65.29438018798828, 162.91868591308594, 51.2516975402832)",1,4.4986724853515625,1,"(-71.2107925415039, 33.30105972290039, 816.0001220703125)","(0.618392288684845, 0.40139147639274597, 0.8395561575889587)",1,"(0.3383505940437317, 0.31615763902664185)","(-59.424190521240234, 149.7436981201172, 46.456295013427734)",1,4.1382904052734375,1,"(-17.14322853088379, 20.350814819335938, 818.5206298828125)","(0.5241919755935669, 0.4328179955482483, 0.837906002998352)",1,1705572446637,0.33,0.28
7928807745,514887614818,"(0.32006511092185974, 0.2474343180656433)","(-66.14627075195312, 163.09762573242188, 51.31679916381836)",1,4.500396728515625,1,"(-71.30145263671875, 33.263755798339844, 815.654052734375)","(0.618603527545929, 0.40144285559654236, 0.8388800024986267)",1,"(0.3389456570148468, 0.3190268278121948)","(-59.20542907714844, 149.18617248535156, 46.253379821777344)",1,4.1417999267578125,1,"(-17.21994972229004, 20.374597549438477, 818.1841430664062)","(0.5243372321128845, 0.43274161219596863, 0.8372377753257751)",1,1705572446640,0.33,0.28
7928818849,514887625921,"(0.31963855028152466, 0.24980533123016357)","(-66.30308532714844, 162.63690185546875, 51.149105072021484)",1,4.4997100830078125,1,"(-71.3531723022461, 33.212921142578125, 815.370361328125)","(0.6187376976013184, 0.4015326201915741, 0.8383200764656067)",1,"(0.33721083402633667, 0.31566688418388367)","(-59.84318542480469, 149.8390655517578, 46.491024017333984)",1,4.1377410888671875,1,"(-17.227828979492188, 20.37272071838379, 817.90771484375)","(0.5243609547615051, 0.43272972106933594, 0.8366855382919312)",1,1705572446654,0.33,0.28
