timestamp,distance
0,nan
36,nan
74,23.021918043645755
112,nan
151,nan
188,nan
224,nan
260,nan
292,nan
323,nan
359,nan
393,nan
424,nan
459,nan
494,nan
528,nan
563,nan
596,nan
630,nan
665,nan
701,nan
738,nan
774,nan
811,nan
846,nan
885,nan
922,nan
958,nan
995,nan
1031,nan
1066,nan
1104,nan
1139,nan
1174,nan
1209,nan
1246,nan
1283,nan
1320,nan
1357,nan
1392,nan
1428,nan
1463,nan
1499,nan
1536,nan
1566,nan
1596,nan
1631,nan
1663,29.932221846298606
1699,23.62962500555579
1733,20.77278739416886
1768,21.40816116273291
1802,21.7064896453827
1839,21.95311025126316
1877,23.34468488062143
1913,24.587725565420488
1949,24.84772973239371
1985,24.92529606882962
2021,24.85060286433172
2056,24.49122331701421
2093,24.35016466039104
2129,24.334615536827265
2167,24.6422840520147
2205,25.01985722369726
2244,24.871452711023906
2282,24.97839832365408
2321,24.718346510939337
2359,25.060253167501767
2396,24.93199844364699
2432,24.11652886636344
2469,23.63588623784197
2507,23.972265064905127
2544,23.829077294422763
2582,23.75072600186539
2619,23.556709751723467
2656,23.404535909800188
2693,23.93180896247914
2729,23.819049740414336
2766,23.595573526571652
2803,23.251257228272515
2841,22.985241581299782
2879,22.751081077866328
2917,22.895834688874228
2953,24.25443835194475
2990,18.574058945355194
3025,18.481580731524144
3062,18.56929573565783
3099,22.827556973990482
3137,22.007751242670924
3175,20.484936249942155
3211,17.33933405472279
3247,19.991541083572226
3282,16.363769254325316
3318,17.89177594230331
3356,17.054646867490256
3393,nan
3432,27.856423450711954
3472,27.778224580785444
3511,32.59647787554801
3548,nan
3588,nan
3627,nan
3666,nan
3701,nan
3739,25.136518057524228
3779,nan
3818,nan
3855,nan
3893,nan
3929,4.091140298805833
3963,1.2531339215863757
3999,1.57755216636426
4031,nan
4059,nan
4087,nan
4113,nan
4143,nan
4179,nan
4211,nan
4243,nan
4279,nan
4313,nan
4348,nan
4383,nan
4418,nan
4451,nan
4486,nan
4519,nan
4552,nan
4585,nan
4619,nan
4652,nan
4684,nan
4717,nan
4747,nan
4780,nan
4815,nan
4847,nan
4879,nan
4915,nan
4948,33.18237762090362
4983,nan
5015,34.95262506555145
5048,nan
5084,nan
5122,nan
5158,nan
5195,nan
5231,2.2918314446583525
5268,3.7429235720672236
5302,1.790544625122109
5338,1.4370644832791413
5373,1.133850251654184
5408,1.0363565237890986
5444,1.14694567251387
5481,1.6353095935885873
5517,1.7016501774463861
5554,1.9393323027935563
5592,26.74263497458541
5631,16.986110959537793
5666,9.945627843524033
5702,24.70765448764886
5740,17.851730114105152
5776,15.7973964903032
5812,14.525752971225986
5848,10.179752232067804
5886,nan
5922,25.637553437309606
5960,nan
6001,20.976576163347342
6042,nan
6084,nan
6123,nan
6162,nan
6199,nan
6235,nan
6274,nan
6313,nan
6350,nan
6388,nan
6429,nan
