timestamp,event,device
0,enter,TABLE
285,quit,TABLE
457,enter,TABLE
681,quit,TABLE
785,enter,SCREEN
1162,quit,SCREEN
1217,enter,SCREEN
1545,quit,SCREEN
1594,enter,TABLE
1647,quit,TABLE
1648,enter,SCREEN
1754,quit,SCREEN
1809,enter,SCREEN
2865,quit,SCREEN
2912,enter,TABLE
3312,quit,TABLE
3603,enter,SCREEN
4232,quit,SCREEN
4291,enter,TABLE
4584,quit,TABLE
4584,enter,SCREEN
5940,quit,SCREEN
5990,enter,TABLE
7406,grasp,BLOCK
8847,quit,TABLE
8847,enter,SCREEN
9757,quit,SCREEN
9909,release,BLOCK
