timestamp,event,device
0,enter,SCREEN
795,quit,SCREEN
1154,enter,TABLE
1282,quit,TABLE
1323,enter,TABLE
1405,quit,TABLE
1524,enter,TABLE
1970,quit,TABLE
2094,enter,TABLE
2170,quit,TABLE
2341,enter,SCREEN
3746,quit,SCREEN
3909,enter,TABLE
4004,quit,TABLE
4004,enter,SCREEN
4051,quit,SCREEN
4052,enter,TABLE
4097,quit,TABLE
4098,enter,SCREEN
4141,quit,SCREEN
4142,enter,TABLE
4226,quit,TABLE
4361,enter,SCREEN
4712,quit,SCREEN
4817,enter,TABLE
4893,quit,TABLE
4933,enter,TABLE
5400,grasp,BLOCK
9255,release,BLOCK
9315,quit,TABLE
