timestamp,event,device
0,enter,TABLE
798,quit,TABLE
1089,enter,SCREEN
1570,quit,SCREEN
1608,enter,SCREEN
2428,quit,SCREEN
2894,enter,SCREEN
3125,quit,SCREEN
3193,enter,TABLE
3509,quit,TABLE
3856,enter,TABLE
3963,quit,TABLE
4062,enter,SCREEN
4758,grasp,BLOCK
5133,quit,SCREEN
5240,enter,TABLE
5505,quit,TABLE
5839,enter,TABLE
6000,quit,TABLE
6043,enter,TABLE
6210,quit,TABLE
6416,enter,TABLE
6627,quit,TABLE
6711,enter,TABLE
6792,quit,TABLE
6875,enter,TABLE
7088,quit,TABLE
7296,enter,TABLE
7381,quit,TABLE
7509,enter,TABLE
7592,quit,TABLE
7634,enter,TABLE
7972,quit,TABLE
8018,enter,TABLE
8150,quit,TABLE
8192,enter,TABLE
8501,quit,TABLE
8587,enter,TABLE
8875,quit,TABLE
8916,release,BLOCK
