timestamp,event,device
0,enter,TABLE
113,quit,TABLE
170,enter,TABLE
526,quit,TABLE
584,enter,TABLE
702,quit,TABLE
926,enter,TABLE
1139,quit,TABLE
1139,enter,SCREEN
2982,quit,SCREEN
3033,enter,TABLE
3848,quit,TABLE
3848,enter,SCREEN
4002,grasp,BLOCK
4773,quit,SCREEN
5006,enter,TABLE
5788,quit,TABLE
5996,enter,TABLE
6044,quit,TABLE
6045,enter,SCREEN
6098,quit,SCREEN
6099,enter,TABLE
6194,quit,TABLE
6195,enter,SCREEN
6660,quit,SCREEN
6885,enter,TABLE
6987,quit,TABLE
7037,enter,TABLE
7451,release,BLOCK
7511,quit,TABLE
