timestamp,event,device
49,enter,TABLE
147,quit,TABLE
1118,enter,TABLE
1518,quit,TABLE
1802,enter,SCREEN
1914,quit,SCREEN
2598,enter,TABLE
2772,quit,TABLE
2825,enter,SCREEN
2932,grasp,BLOCK
3421,quit,SCREEN
3481,enter,SCREEN
3594,quit,SCREEN
3772,enter,TABLE
4182,quit,TABLE
4234,enter,TABLE
4336,quit,TABLE
4781,enter,TABLE
4989,quit,TABLE
5212,enter,TABLE
5371,quit,TABLE
5422,enter,TABLE
5667,quit,TABLE
5985,enter,SCREEN
7389,quit,SCREEN
7696,enter,TABLE
8709,quit,TABLE
8860,release,BLOCK
