timestamp,event,device
52,enter,TABLE
167,quit,TABLE
494,enter,SCREEN
551,quit,SCREEN
552,enter,TABLE
613,quit,TABLE
674,enter,SCREEN
734,quit,SCREEN
735,enter,TABLE
833,quit,TABLE
1084,enter,TABLE
1193,quit,TABLE
1245,enter,TABLE
1410,quit,TABLE
1524,enter,TABLE
1826,quit,TABLE
2232,enter,SCREEN
2783,quit,SCREEN
3089,enter,TABLE
3659,quit,TABLE
3787,grasp,BLOCK
4007,enter,TABLE
4111,quit,TABLE
4111,enter,SCREEN
4213,quit,SCREEN
4266,enter,SCREEN
5289,quit,SCREEN
5555,enter,SCREEN
5882,quit,SCREEN
5933,enter,SCREEN
6030,quit,SCREEN
6428,enter,TABLE
8706,release,BLOCK
8766,quit,TABLE
