timestamp,event,device
2,enter,TABLE
649,quit,TABLE
755,enter,SCREEN
992,quit,SCREEN
993,enter,TABLE
998,quit,TABLE
999,enter,SCREEN
1007,quit,SCREEN
1008,enter,TABLE
1009,quit,TABLE
1010,enter,SCREEN
1025,quit,SCREEN
1026,enter,TABLE
1032,quit,TABLE
1033,enter,SCREEN
1043,quit,SCREEN
1044,enter,TABLE
1054,quit,TABLE
1055,enter,SCREEN
1330,quit,SCREEN
1331,enter,TABLE
1331,quit,TABLE
1332,enter,SCREEN
1363,quit,SCREEN
1364,enter,TABLE
1364,quit,TABLE
1365,enter,SCREEN
1881,quit,SCREEN
1933,enter,TABLE
3176,grasp,BLOCK
4786,quit,TABLE
4865,release,BLOCK
