timestamp,event,device
51,enter,TABLE
262,quit,TABLE
263,enter,SCREEN
380,quit,SCREEN
438,enter,SCREEN
494,quit,SCREEN
495,enter,TABLE
553,quit,TABLE
554,enter,SCREEN
720,quit,SCREEN
721,enter,TABLE
772,quit,TABLE
773,enter,SCREEN
893,quit,SCREEN
894,enter,TABLE
949,quit,TABLE
950,enter,SCREEN
1182,quit,SCREEN
1239,enter,SCREEN
1349,quit,SCREEN
1401,enter,TABLE
2134,grasp,BLOCK
2201,quit,TABLE
2331,enter,SCREEN
2394,quit,SCREEN
2457,enter,SCREEN
2668,quit,SCREEN
2828,enter,TABLE
4064,release,BLOCK
4124,quit,TABLE
