timestamp,event,device
10,enter,SCREEN
904,quit,SCREEN
1070,enter,TABLE
1584,quit,TABLE
1621,enter,SCREEN
2296,quit,SCREEN
2297,enter,TABLE
2332,grasp,BLOCK
2363,quit,TABLE
2477,enter,TABLE
3043,quit,TABLE
3214,enter,SCREEN
4042,quit,SCREEN
4204,enter,TABLE
4717,quit,TABLE
4784,enter,TABLE
4859,quit,TABLE
4860,enter,SCREEN
4896,quit,SCREEN
4897,enter,TABLE
4906,quit,TABLE
4907,enter,SCREEN
4929,quit,SCREEN
4930,enter,TABLE
4941,quit,TABLE
4942,enter,SCREEN
4961,quit,SCREEN
4962,enter,TABLE
4962,quit,TABLE
4963,enter,SCREEN
5221,quit,SCREEN
5222,enter,TABLE
5228,quit,TABLE
5229,enter,SCREEN
5282,quit,SCREEN
5283,enter,TABLE
5283,quit,TABLE
5284,enter,SCREEN
5349,quit,SCREEN
5350,enter,TABLE
5350,quit,TABLE
5351,enter,SCREEN
5367,quit,SCREEN
5368,enter,TABLE
5374,quit,TABLE
5375,enter,SCREEN
5432,quit,SCREEN
5433,enter,TABLE
5439,quit,TABLE
5440,enter,SCREEN
5475,release,BLOCK
5535,quit,SCREEN
