timestamp,event,device
7,enter,SCREEN
1020,quit,SCREEN
1686,enter,SCREEN
2293,grasp,BLOCK
2441,quit,SCREEN
2719,enter,TABLE
4481,quit,TABLE
4945,enter,SCREEN
5550,quit,SCREEN
6067,enter,SCREEN
6910,quit,SCREEN
7117,enter,TABLE
8699,quit,TABLE
8885,enter,SCREEN
9934,quit,SCREEN
10100,enter,TABLE
10614,quit,TABLE
10651,enter,SCREEN
11326,quit,SCREEN
11327,enter,TABLE
11393,quit,TABLE
11507,enter,TABLE
12073,quit,TABLE
12244,enter,SCREEN
13072,quit,SCREEN
13234,enter,TABLE
13747,quit,TABLE
13814,enter,TABLE
13889,quit,TABLE
13890,enter,SCREEN
13926,quit,SCREEN
13927,enter,TABLE
13936,quit,TABLE
13937,enter,SCREEN
13959,quit,SCREEN
13960,enter,TABLE
13971,quit,TABLE
13972,enter,SCREEN
13991,quit,SCREEN
13992,enter,TABLE
13992,quit,TABLE
13993,enter,SCREEN
14251,quit,SCREEN
14252,enter,TABLE
14258,quit,TABLE
14259,enter,SCREEN
14312,quit,SCREEN
14313,enter,TABLE
14313,quit,TABLE
14314,enter,SCREEN
14379,quit,SCREEN
14380,enter,TABLE
14380,quit,TABLE
14381,enter,SCREEN
14397,quit,SCREEN
14398,enter,TABLE
14404,quit,TABLE
14405,enter,SCREEN
14462,quit,SCREEN
14463,enter,TABLE
14469,quit,TABLE
14470,enter,SCREEN
14588,quit,SCREEN
14589,enter,TABLE
14592,quit,TABLE
14593,enter,SCREEN
14820,quit,SCREEN
14821,enter,TABLE
14825,quit,TABLE
14826,enter,SCREEN
14852,quit,SCREEN
14853,enter,TABLE
14858,quit,TABLE
14859,enter,SCREEN
14879,quit,SCREEN
14880,enter,TABLE
14880,quit,TABLE
14881,enter,SCREEN
15059,quit,SCREEN
15060,enter,TABLE
15068,quit,TABLE
15069,enter,SCREEN
15137,quit,SCREEN
15992,enter,SCREEN
17106,quit,SCREEN
17422,enter,TABLE
18613,quit,TABLE
18839,enter,SCREEN
20432,quit,SCREEN
20598,enter,TABLE
22130,quit,TABLE
23067,enter,SCREEN
24465,quit,SCREEN
24489,enter,SCREEN
26622,quit,SCREEN
26664,enter,TABLE
26740,quit,TABLE
26789,enter,TABLE
26854,quit,TABLE
26872,enter,TABLE
26935,quit,TABLE
27847,enter,SCREEN
30014,quit,SCREEN
30762,enter,SCREEN
32258,quit,SCREEN
32785,enter,TABLE
33118,quit,TABLE
34531,enter,SCREEN
36281,quit,SCREEN
38312,enter,SCREEN
40076,quit,SCREEN
43601,enter,TABLE
43665,quit,TABLE
43698,enter,TABLE
43701,quit,TABLE
43702,enter,SCREEN
43732,quit,SCREEN
43733,enter,TABLE
43735,quit,TABLE
43736,enter,SCREEN
43935,quit,SCREEN
43991,enter,TABLE
44413,quit,TABLE
44414,enter,SCREEN
46377,quit,SCREEN
46834,enter,TABLE
48738,quit,TABLE
49138,enter,SCREEN
