timestamp,event,device
527,enter,TABLE
553,quit,TABLE
554,enter,SCREEN
587,quit,SCREEN
588,enter,TABLE
620,quit,TABLE
621,enter,SCREEN
622,quit,SCREEN
623,enter,TABLE
636,quit,TABLE
637,enter,SCREEN
658,quit,SCREEN
659,enter,TABLE
664,quit,TABLE
665,enter,SCREEN
684,quit,SCREEN
685,enter,TABLE
687,quit,TABLE
688,enter,SCREEN
751,quit,SCREEN
752,enter,TABLE
768,quit,TABLE
769,enter,SCREEN
784,quit,SCREEN
785,enter,TABLE
786,quit,TABLE
787,enter,SCREEN
802,quit,SCREEN
803,enter,TABLE
809,quit,TABLE
810,enter,SCREEN
1105,quit,SCREEN
1106,enter,TABLE
1108,quit,TABLE
1109,enter,SCREEN
1138,quit,SCREEN
1139,enter,TABLE
1205,quit,TABLE
1352,enter,TABLE
1830,quit,TABLE
2112,enter,SCREEN
2128,quit,SCREEN
2129,enter,TABLE
2134,quit,TABLE
2135,enter,SCREEN
2310,quit,SCREEN
2311,enter,TABLE
2311,quit,TABLE
2312,enter,SCREEN
2356,quit,SCREEN
2357,enter,TABLE
2370,grasp,BLOCK
2419,quit,TABLE
2601,enter,TABLE
4172,release,BLOCK
4232,quit,TABLE
