timestamp,event,device
55,enter,TABLE
265,quit,TABLE
331,enter,TABLE
395,quit,TABLE
515,enter,SCREEN
962,quit,SCREEN
963,enter,TABLE
969,quit,TABLE
970,enter,SCREEN
977,quit,SCREEN
978,enter,TABLE
980,quit,TABLE
981,enter,SCREEN
1029,quit,SCREEN
1030,enter,TABLE
1035,quit,TABLE
1036,enter,SCREEN
1319,quit,SCREEN
1320,enter,TABLE
1324,quit,TABLE
1325,enter,SCREEN
1351,quit,SCREEN
1352,enter,TABLE
1358,quit,TABLE
1359,enter,SCREEN
1382,quit,SCREEN
1383,enter,TABLE
1391,quit,TABLE
1392,enter,SCREEN
1399,quit,SCREEN
1400,enter,TABLE
1402,quit,TABLE
1403,enter,SCREEN
1545,quit,SCREEN
1546,enter,TABLE
1547,quit,TABLE
1548,enter,SCREEN
1563,quit,SCREEN
1564,enter,TABLE
1596,quit,TABLE
1597,enter,SCREEN
1614,quit,SCREEN
1615,enter,TABLE
1626,quit,TABLE
1627,enter,SCREEN
1802,quit,SCREEN
1921,enter,TABLE
1982,quit,TABLE
2002,enter,TABLE
2132,quit,TABLE
2150,enter,TABLE
2247,quit,TABLE
2457,enter,TABLE
2525,quit,TABLE
2555,enter,TABLE
2617,quit,TABLE
2699,enter,TABLE
2765,quit,TABLE
2962,enter,TABLE
3200,grasp,BLOCK
4922,quit,TABLE
5115,enter,TABLE
5357,quit,TABLE
5442,enter,TABLE
5459,release,BLOCK
5519,quit,TABLE
