timestamp,event,device
10,enter,TABLE
980,quit,TABLE
1187,enter,SCREEN
1660,quit,SCREEN
1661,enter,TABLE
1662,quit,TABLE
1663,enter,SCREEN
1757,quit,SCREEN
1758,enter,TABLE
1759,quit,TABLE
1760,enter,SCREEN
2441,quit,SCREEN
2442,enter,TABLE
2926,quit,TABLE
3072,enter,SCREEN
3251,quit,SCREEN
3252,enter,TABLE
3260,quit,TABLE
3261,enter,SCREEN
3656,quit,SCREEN
3657,enter,TABLE
3669,quit,TABLE
3670,enter,SCREEN
3692,quit,SCREEN
3693,enter,TABLE
3694,quit,TABLE
3695,enter,SCREEN
3740,quit,SCREEN
3741,enter,TABLE
3749,quit,TABLE
3750,enter,SCREEN
3841,quit,SCREEN
3842,enter,TABLE
3849,quit,TABLE
3850,enter,SCREEN
4074,grasp,BLOCK
4095,quit,SCREEN
4096,enter,TABLE
4105,quit,TABLE
4106,enter,SCREEN
4315,quit,SCREEN
4636,enter,TABLE
7062,quit,TABLE
7235,release,BLOCK
