device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
10550125460,958996653988,"(0.8257691860198975, 0.7768009305000305)","(119.75992584228516, 60.23387145996094, 13.877496719360352)",1,3.4837646484375,1,"(-39.277488708496094, -43.38832092285156, 778.5450439453125)","(0.567216157913208, 0.5852134227752686, 0.7614835500717163)",1,"(0.7674986124038696, 0.7885525822639465)","(98.33858489990234, 57.95032501220703, 13.046332359313965)",1,3.9275054931640625,1,"(18.093477249145508, -48.26106262207031, 779.6218872070312)","(0.4624965786933899, 0.5982059836387634, 0.7626474499702454)",1,1702376917080,0.8,0.78
10550136563,958996665091,"(0.768438994884491, 0.7055363655090332)","(98.68428039550781, 74.08161926269531, 18.91767120361328)",1,3.7902069091796875,1,"(-39.71658706665039, -42.31491470336914, 778.0162963867188)","(0.5680508613586426, 0.5826581120491028, 0.7603555917739868)",1,"(0.7619066834449768, 0.7176584005355835)","(96.28289031982422, 71.72611999511719, 18.060331344604492)",1,4.050048828125,1,"(17.722475051879883, -47.59260940551758, 779.1431274414062)","(0.46314290165901184, 0.5966430306434631, 0.7615929245948792)",1,1702376917092,0.77,0.71
10550147666,958996676193,"(0.768438994884491, 0.7055363655090332)","(98.68428039550781, 74.08161926269531, 18.91767120361328)",1,3.7902069091796875,1,"(-39.50659942626953, -43.12759017944336, 778.1890258789062)","(0.5676639676094055, 0.5846208333969116, 0.7607676982879639)",1,"(0.7590599060058594, 0.709744393825531)","(95.23638153076172, 73.26394653320312, 18.62004280090332)",1,4.0802154541015625,1,"(17.953493118286133, -48.41428756713867, 779.3056030273438)","(0.4627416729927063, 0.5986235737800598, 0.7620288133621216)",1,1702376917103,0.76,0.71
10550158769,958996687294,"(0.7693869471549988, 0.7051161527633667)","(99.03279113769531, 74.16327667236328, 18.9473819732666)",1,3.798126220703125,1,"(-39.75185012817383, -42.19578552246094, 778.0162353515625)","(0.568113386631012, 0.582366943359375, 0.7603460550308228)",1,"(0.762173593044281, 0.7122801542282104)","(96.38101959228516, 72.77120208740234, 18.440692901611328)",1,4.038848876953125,1,"(17.779651641845703, -47.80806350708008, 779.1634521484375)","(0.4630429744720459, 0.5971657037734985, 0.761662483215332)",1,1702376917114,0.77,0.71
10550169873,958996698397,"(0.773521363735199, 0.8143383860588074)","(100.55267333984375, 52.93977737426758, 11.22269058227539)",1,3.633819580078125,1,"(-39.76691436767578, -42.07621765136719, 777.9412841796875)","(0.5681460499763489, 0.5820848941802979, 0.7601853013038635)",1,"(0.7648945450782776, 0.7038430571556091)","(97.38130187988281, 74.41068267822266, 19.037343978881836)",1,4.04644775390625,1,"(17.822978973388672, -47.92388153076172, 779.1019897460938)","(0.462963342666626, 0.5974578261375427, 0.7615560293197632)",1,1702376917150,0.77,0.76
10550180976,958996709499,"(0.7622197270393372, 0.8081490993499756)","(96.39797973632812, 54.142433166503906, 11.660419464111328)",1,3.6188812255859375,1,"(-39.771583557128906, -42.01942443847656, 777.85546875)","(0.5681617856025696, 0.5819575190544128, 0.7600082755088806)",1,"(0.7663578391075134, 0.7050754427909851)","(97.91921997070312, 74.17121124267578, 18.95018196105957)",1,4.037872314453125,1,"(17.86101722717285, -48.04385757446289, 779.0262451171875)","(0.4628928005695343, 0.5977621078491211, 0.761421263217926)",1,1702376917151,0.76,0.76
10550192079,958996720601,"(0.7521786093711853, 0.7910311222076416)","(92.7066650390625, 57.468727111816406, 12.87108325958252)",1,3.6734466552734375,1,"(-39.780914306640625, -41.95908737182617, 777.7588500976562)","(0.5681869387626648, 0.5818227529525757, 0.7598100304603577)",1,"(0.7693228721618652, 0.717065691947937)","(99.00920104980469, 71.84133911132812, 18.102155685424805)",1,4.0391998291015625,1,"(17.877538681030273, -48.12144088745117, 778.93798828125)","(0.4628603458404541, 0.5979647040367126, 0.7612555027008057)",1,1702376917151,0.76,0.75
10550203182,958996731704,"(0.7441579103469849, 0.7226380705833435)","(89.75814819335938, 70.75850677490234, 17.708105087280273)",1,3.7827911376953125,1,"(-39.771915435791016, -41.91817092895508, 777.748779296875)","(0.5681707859039307, 0.5817245244979858, 0.7597848176956177)",1,"(0.767054557800293, 0.7216308116912842)","(98.17530822753906, 70.95426177978516, 17.779354095458984)",1,4.0394134521484375,1,"(17.91044807434082, -48.191314697265625, 778.9332885742188)","(0.4628012478351593, 0.5981362462043762, 0.761256217956543)",1,1702376917159,0.76,0.72
10550214285,958996742807,"(0.7602482438087463, 0.7128872275352478)","(95.67322540283203, 72.65324401855469, 18.39773178100586)",1,3.8785858154296875,1,"(-39.79133224487305, -41.897125244140625, 777.9522094726562)","(0.5681867003440857, 0.5816462635993958, 0.7601901888847351)",1,"(0.7664517760276794, 0.7327362895011902)","(97.9537582397461, 68.7962875366211, 16.993911743164062)",1,4.027679443359375,1,"(17.926572799682617, -48.26091766357422, 779.1424560546875)","(0.46278154850006104, 0.5982744693756104, 0.7616829872131348)",1,1702376917170,0.76,0.72
10550225388,958996753910,"(0.7567962408065796, 0.7000790238380432)","(94.40420532226562, 75.14207458496094, 19.3035945892334)",1,3.9303741455078125,1,"(-39.81568145751953, -41.876956939697266, 777.8618774414062)","(0.5682394504547119, 0.5816083550453186, 0.7600103616714478)",1,"(0.7635087370872498, 0.7342863082885742)","(96.8718490600586, 68.4950942993164, 16.884288787841797)",1,4.0258941650390625,1,"(17.918842315673828, -48.309478759765625, 779.0579833984375)","(0.4627929925918579, 0.5984052419662476, 0.7615200281143188)",1,1702376917182,0.76,0.72
10550236491,958996765013,"(0.7589139938354492, 0.6779682040214539)","(95.1827163696289, 79.43854522705078, 20.86736488342285)",1,3.9778594970703125,1,"(-39.81800842285156, -41.850685119628906, 777.97802734375)","(0.5682322978973389, 0.5815290808677673, 0.7602394819259644)",1,"(0.7659298777580261, 0.7397486567497253)","(97.76193237304688, 67.43367004394531, 16.497941970825195)",1,4.0296173095703125,1,"(17.941919326782227, -48.34610366821289, 779.1771850585938)","(0.46275636553764343, 0.5984768271446228, 0.7617635726928711)",1,1702376917192,0.76,0.71
10550247594,958996776115,"(0.749748706817627, 0.6682586669921875)","(91.81336975097656, 81.32525634765625, 21.55406951904297)",1,3.9543304443359375,1,"(-39.820091247558594, -41.83757781982422, 777.972412109375)","(0.5682364702224731, 0.581497848033905, 0.7602269053459167)",1,"(0.7693002223968506, 0.7291967272758484)","(99.00090789794922, 69.48408508300781, 17.244232177734375)",1,4.011077880859375,1,"(17.954984664916992, -48.384849548339844, 779.1744995117188)","(0.46273303031921387, 0.5985718965530396, 0.7617635726928711)",1,1702376917203,0.76,0.7
10550258698,958996787219,"(0.7484928369522095, 0.6603987812995911)","(91.3516845703125, 82.85255432128906, 22.109960556030273)",1,3.978271484375,1,"(-39.81874084472656, -41.80891799926758, 777.8099975585938)","(0.5682488679885864, 0.5814490914344788, 0.759899914264679)",1,"(0.7696273326873779, 0.7278948426246643)","(99.12113952636719, 69.73707580566406, 17.33633041381836)",1,4.0162506103515625,1,"(17.956918716430664, -48.398433685302734, 779.0146484375)","(0.4627231955528259, 0.5986292362213135, 0.7614464163780212)",1,1702376917215,0.76,0.69
10550269801,958996798322,"(0.7507428526878357, 0.6590918302536011)","(92.17886352539062, 83.10651397705078, 22.202392578125)",1,3.983642578125,1,"(-39.818302154541016, -41.79542922973633, 777.8203125)","(0.5682468414306641, 0.5814148783683777, 0.7599189281463623)",1,"(0.7693817019462585, 0.7270687818527222)","(99.03082275390625, 69.89759063720703, 17.394752502441406)",1,4.0165557861328125,1,"(17.96834945678711, -48.423431396484375, 779.027099609375)","(0.46270328760147095, 0.5986884236335754, 0.7614748477935791)",1,1702376917225,0.76,0.69
10550280904,958996809425,"(0.7539456486701965, 0.6660770773887634)","(93.35628509521484, 81.74917602539062, 21.708354949951172)",1,3.9870452880859375,1,"(-39.816017150878906, -41.77028274536133, 777.8067016601562)","(0.5682435631752014, 0.5813553929328918, 0.7598888874053955)",1,"(0.7668827176094055, 0.7362237572669983)","(98.11214447021484, 68.11863708496094, 16.747262954711914)",1,4.034759521484375,1,"(17.978302001953125, -48.4299430847168, 779.0147705078125)","(0.462684690952301, 0.5987064242362976, 0.7614515423774719)",1,1702376917237,0.76,0.7
10550292007,958996820527,"(0.7555915713310242, 0.6899812817573547)","(93.96138000488281, 77.1042251586914, 20.017742156982422)",1,3.945068359375,1,"(-39.814395904541016, -41.747093200683594, 777.7202758789062)","(0.5682483911514282, 0.5813100934028625, 0.759713888168335)",1,"(0.7668082118034363, 0.735019862651825)","(98.08478546142578, 68.3525619506836, 16.832393646240234)",1,4.0361328125,1,"(17.980005264282227, -48.434356689453125, 778.929931640625)","(0.4626781940460205, 0.5987300872802734, 0.761282742023468)",1,1702376917248,0.76,0.71
10550303110,958996831630,"(0.753225564956665, 0.685042142868042)","(93.0915756225586, 78.06394958496094, 20.36703872680664)",1,3.94580078125,1,"(-39.80900573730469, -41.72393798828125, 777.72412109375)","(0.5682377815246582, 0.5812532305717468, 0.7597184777259827)",1,"(0.7674127817153931, 0.7321364283561707)","(98.30706024169922, 68.912841796875, 17.036361694335938)",1,4.04229736328125,1,"(17.99141502380371, -48.435237884521484, 778.9345703125)","(0.46265751123428345, 0.5987317562103271, 0.7612926959991455)",1,1702376917265,0.76,0.71
10550314213,958996842733,"(0.7518232464790344, 0.6838557124137878)","(92.5760498046875, 78.29448699951172, 20.450944900512695)",1,3.93560791015625,1,"(-39.821895599365234, -41.71321487426758, 777.900146484375)","(0.5682445764541626, 0.5812039971351624, 0.7600698471069336)",1,"(0.7654615640640259, 0.7282702922821045)","(97.58976745605469, 69.6640853881836, 17.309795379638672)",1,4.054412841796875,1,"(17.994277954101562, -48.447914123535156, 779.1123046875)","(0.4626598060131073, 0.5987356901168823, 0.7616491913795471)",1,1702376917286,0.76,0.71
10550325316,958996853836,"(0.7509318590164185, 0.6795912384986877)","(92.24834442138672, 79.12316131591797, 20.75254249572754)",1,3.943603515625,1,"(-39.8514518737793, -41.69007110595703, 777.8018188476562)","(0.5683075189590454, 0.5811595916748047, 0.759874165058136)",1,"(0.766497015953064, 0.7265994548797607)","(97.97041320800781, 69.9887466430664, 17.427959442138672)",1,4.0653533935546875,1,"(17.964641571044922, -48.442962646484375, 779.0172119140625)","(0.4627099633216858, 0.5987374186515808, 0.7614573836326599)",1,1702376917286,0.76,0.7
10550336419,958996864939,"(0.7548992037773132, 0.6837422847747803)","(93.70683288574219, 78.31653594970703, 20.458984375)",1,3.9489898681640625,1,"(-39.8579216003418, -41.67436218261719, 777.8839111328125)","(0.568311333656311, 0.5811105370521545, 0.7600368857383728)",1,"(0.7646444439888, 0.7240476608276367)","(97.28936004638672, 70.48462677001953, 17.608360290527344)",1,4.0691375732421875,1,"(17.968807220458984, -48.4466667175293, 779.1005249023438)","(0.4627058207988739, 0.5987339019775391, 0.761624276638031)",1,1702376917292,0.76,0.7
10550347523,958996876040,"(0.7544050812721252, 0.6782997846603394)","(93.52513885498047, 79.37410736083984, 20.84391975402832)",1,3.944610595703125,1,"(-39.87088394165039, -41.66100311279297, 777.9169921875)","(0.5683316588401794, 0.5810734033584595, 0.7601028084754944)",1,"(0.766112208366394, 0.7218255996704102)","(97.82893371582031, 70.91641998291016, 17.765518188476562)",1,4.0586395263671875,1,"(17.962568283081055, -48.45077133178711, 779.1353759765625)","(0.4627187252044678, 0.598738431930542, 0.761694073677063)",1,1702376917303,0.76,0.7
10550358626,958996887141,"(0.7544583678245544, 0.6793158054351807)","(93.54475402832031, 79.17666625976562, 20.772048950195312)",1,3.9367828369140625,1,"(-39.89103698730469, -41.643070220947266, 777.827392578125)","(0.5683767795562744, 0.5810407996177673, 0.7599241733551025)",1,"(0.7655205726623535, 0.7183995842933655)","(97.61143493652344, 71.5821304321289, 18.00783348083496)",1,4.0470733642578125,1,"(17.942214965820312, -48.447120666503906, 779.0480346679688)","(0.46275225281715393, 0.5987423062324524, 0.7615182995796204)",1,1702376917319,0.76,0.7
10550369729,958996898241,"(0.7527033090591431, 0.6794222593307495)","(92.89954376220703, 79.15602111816406, 20.764501571655273)",1,3.9404296875,1,"(-39.894805908203125, -41.634342193603516, 777.8421630859375)","(0.5683820843696594, 0.5810174942016602, 0.7599532604217529)",1,"(0.7624825835227966, 0.7151353359222412)","(96.49459075927734, 72.2164306640625, 18.238691329956055)",1,4.0506439208984375,1,"(17.94194984436035, -48.45120620727539, 779.0638427734375)","(0.46275344491004944, 0.5987499356269836, 0.7615504264831543)",1,1702376917326,0.76,0.7
10550380832,958996909341,"(0.7549216151237488, 0.688625693321228)","(93.71507263183594, 77.36763000488281, 20.11357307434082)",1,3.9337615966796875,1,"(-39.904930114746094, -41.614322662353516, 777.7969970703125)","(0.5684046149253845, 0.5809743404388428, 0.759861946105957)",1,"(0.758648157119751, 0.7182582020759583)","(95.08499908447266, 71.6095962524414, 18.017831802368164)",1,4.05987548828125,1,"(17.933307647705078, -48.44184494018555, 779.0198364257812)","(0.46276727318763733, 0.5987336039543152, 0.761461079120636)",1,1702376917337,0.76,0.7
10550391935,958996920441,"(0.75328528881073, 0.6875622868537903)","(93.11351013183594, 77.57427215576172, 20.188804626464844)",1,3.938232421875,1,"(-39.919761657714844, -41.599693298339844, 777.6839599609375)","(0.568442165851593, 0.5809529423713684, 0.7596364617347717)",1,"(0.7603739500045776, 0.7155390977859497)","(95.71942138671875, 72.13796997070312, 18.210134506225586)",1,4.0706787109375,1,"(17.91337013244629, -48.43526077270508, 778.9086303710938)","(0.4627990126609802, 0.5987340211868286, 0.7612373232841492)",1,1702376917348,0.76,0.7
10550403038,958996931544,"(0.7553427815437317, 0.684514045715332)","(93.869873046875, 78.16656494140625, 20.404457092285156)",1,3.9387054443359375,1,"(-39.90933609008789, -41.59954071044922, 777.7250366210938)","(0.5684191584587097, 0.5809475183486938, 0.7597172856330872)",1,"(0.7586904168128967, 0.7173118591308594)","(95.10050964355469, 71.79349517822266, 18.08481788635254)",1,4.071441650390625,1,"(17.928237915039062, -48.441287994384766, 778.94921875)","(0.4627736508846283, 0.5987428426742554, 0.7613198161125183)",1,1702376917359,0.76,0.7
10550414141,958996942646,"(0.754645824432373, 0.6808750033378601)","(93.6136474609375, 78.87369537353516, 20.66183090209961)",1,3.95343017578125,1,"(-39.9122428894043, -41.594669342041016, 777.7189331054688)","(0.5684249997138977, 0.5809363126754761, 0.7597049474716187)",1,"(0.760735809803009, 0.7154812216758728)","(95.85247802734375, 72.14917755126953, 18.214263916015625)",1,4.0706939697265625,1,"(17.9251708984375, -48.440006256103516, 778.9434814453125)","(0.4627789556980133, 0.5987405776977539, 0.761307954788208)",1,1702376917370,0.76,0.7
10550425244,958996953748,"(0.7530685067176819, 0.6857430934906006)","(93.03382873535156, 77.927734375, 20.317527770996094)",1,3.9598388671875,1,"(-39.91812515258789, -41.58066940307617, 777.5870361328125)","(0.5684480667114258, 0.580919086933136, 0.7594408988952637)",1,"(0.7550926804542542, 0.7166991233825684)","(93.77791595458984, 71.91253662109375, 18.128150939941406)",1,4.0819244384765625,1,"(17.91045570373535, -48.42808151245117, 778.8124389648438)","(0.4628002941608429, 0.5987311005592346, 0.7610443234443665)",1,1702376917381,0.75,0.7
10550436348,958996964852,"(0.7545716166496277, 0.6865601539611816)","(93.58639526367188, 77.76897430419922, 20.259746551513672)",1,3.9620361328125,1,"(-39.91365432739258, -41.57419204711914, 777.5928955078125)","(0.5684391856193542, 0.580902636051178, 0.7594515085220337)",1,"(0.7573975920677185, 0.7176525592803955)","(94.62525177001953, 71.7272720336914, 18.060701370239258)",1,4.0921783447265625,1,"(17.91452407836914, -48.42236328125, 778.8179321289062)","(0.4627929925918579, 0.5987163782119751, 0.7610548138618469)",1,1702376917423,0.76,0.7
