timestamp,x,y,device,idx_table
1701786152613,nan,nan,2,1701786152555
1701786152675,0.0806549650927384,0.4426840543746948,0,1701786152555
1701786152735,nan,nan,2,1701786152555
1701786152786,nan,nan,2,1701786152555
1701786152836,nan,nan,2,1701786152555
1701786152887,nan,nan,2,1701786152555
1701786152943,0.9066054821014404,0.9243565872311592,1,1701786152555
1701786152998,nan,nan,2,1701786152555
1701786153051,0.5172515511512756,0.564433753490448,1,1701786152555
1701786153106,nan,nan,2,1701786152555
1701786153162,nan,nan,2,1701786152555
1701786153220,0.4423561692237854,0.2528364062309265,1,1701786152555
1701786153276,nan,nan,2,1701786152555
1701786153332,nan,nan,2,1701786152555
1701786153391,nan,nan,2,1701786152555
1701786153447,nan,nan,2,1701786152555
1701786153503,nan,nan,2,1701786152555
1701786153559,nan,nan,2,1701786152555
1701786153615,nan,nan,2,1701786152555
1701786153671,0.1656486093997955,0.0102649927139282,1,1701786152555
1701786153729,nan,nan,2,1701786152555
1701786153783,0.2038581073284149,0.0205039978027343,1,1701786152555
1701786153841,0.1953085064888,0.0390743017196656,1,1701786152555
1701786153892,0.0660701543092727,0.8517717272043229,1,1701786152555
1701786153943,nan,nan,2,1701786152555
1701786153994,0.4560267031192779,0.069950520992279,1,1701786152555
1701786154046,0.5019106268882751,0.0429208874702453,1,1701786152555
1701786154094,0.5435155630111694,0.0647898316383361,1,1701786152555
1701786154144,0.6652513146400452,0.1238105297088623,1,1701786152555
1701786154196,0.5919215679168701,0.0744437575340272,1,1701786152555
1701786154250,0.5868009328842163,0.0399139523506164,1,1701786152555
1701786154304,0.68565833568573,0.1786763072013855,1,1701786152555
1701786154353,0.7674275636672974,0.1014668345451355,1,1701786152555
1701786154404,0.7731826901435852,0.1083652973175048,1,1701786152555
1701786154449,0.6921352744102478,0.1019457578659057,1,1701786152555
1701786154496,0.552071213722229,0.494272232055664,1,1701786152555
1701786154546,0.5514406561851501,0.512199878692627,1,1701786152555
1701786154598,0.5546860694885254,0.5073993802070618,1,1701786152555
1701786154649,0.550163984298706,0.5125202238559723,1,1701786152555
1701786154700,0.4202287793159485,0.3362798690795898,1,1701786152555
1701786154749,0.4078675508499145,0.3263599872589111,1,1701786152555
1701786154797,0.4894697666168213,0.4771586656570434,1,1701786152555
1701786154848,0.3880137205123901,0.435088038444519,1,1701786152555
1701786154896,0.4352474510669708,0.5993753969669342,1,1701786152555
1701786154942,0.4354587495326996,0.6050436794757843,1,1701786152555
1701786154991,0.4213297069072723,0.6143642067909241,1,1701786152555
1701786155037,0.4243670701980591,0.621760904788971,1,1701786152555
1701786155083,0.4251715540885925,0.6248511373996735,1,1701786152555
1701786155132,0.4229035675525665,0.6147773861885071,1,1701786152555
1701786155182,0.4283643364906311,0.5779553651809692,1,1701786152555
1701786155230,0.4329065382480621,0.3275671601295471,1,1701786152555
1701786155276,0.4768362939357757,0.4325145483016968,1,1701786152555
1701786155322,0.4690343141555786,0.4216611385345459,1,1701786152555
