timestamp,event,device
241,enter,TABLE
307,quit,TABLE
340,enter,TABLE
453,quit,TABLE
502,enter,TABLE
1265,quit,TABLE
1490,enter,TABLE
1665,quit,TABLE
1668,enter,TABLE
1765,quit,TABLE
1766,enter,TABLE
2054,quit,TABLE
2269,enter,TABLE
2331,quit,TABLE
3675,enter,SCREEN
4051,quit,SCREEN
4561,enter,TABLE
5060,quit,TABLE
5347,enter,SCREEN
5855,quit,SCREEN
6330,enter,TABLE
7110,quit,TABLE
7329,enter,SCREEN
8384,quit,SCREEN
8683,enter,TABLE
9391,quit,TABLE
10754,grasp,BLOCK
11663,enter,SCREEN
12173,quit,SCREEN
12969,enter,TABLE
14291,quit,TABLE
14357,enter,TABLE
14421,quit,TABLE
14558,enter,SCREEN
14741,quit,SCREEN
16020,enter,SCREEN
16512,quit,SCREEN
16697,enter,TABLE
18380,quit,TABLE
18428,enter,TABLE
18574,quit,TABLE
18643,enter,TABLE
18932,quit,TABLE
19030,enter,TABLE
19088,release,BLOCK
19148,quit,TABLE
