timestamp,event,device
0,enter,TABLE
277,quit,TABLE
456,enter,SCREEN
845,quit,SCREEN
1073,enter,SCREEN
1223,quit,SCREEN
1395,enter,TABLE
1557,quit,TABLE
1604,enter,TABLE
1874,quit,TABLE
2054,enter,SCREEN
3264,quit,SCREEN
3370,enter,TABLE
4708,quit,TABLE
4817,enter,TABLE
4889,quit,TABLE
4929,enter,TABLE
5060,quit,TABLE
5061,enter,SCREEN
5104,quit,SCREEN
5105,enter,TABLE
5151,grasp,BLOCK
5248,quit,TABLE
5249,enter,SCREEN
5295,quit,SCREEN
5296,enter,TABLE
5433,quit,TABLE
5434,enter,SCREEN
5477,quit,SCREEN
5478,enter,TABLE
5522,quit,TABLE
5523,enter,SCREEN
6052,quit,SCREEN
6053,enter,TABLE
7870,quit,TABLE
8059,enter,SCREEN
9341,release,BLOCK
9401,quit,SCREEN
