timestamp,event,device
0,enter,TABLE
164,quit,TABLE
222,enter,SCREEN
274,quit,SCREEN
275,enter,TABLE
799,quit,TABLE
1988,enter,SCREEN
2089,quit,SCREEN
2143,enter,SCREEN
3032,quit,SCREEN
3081,enter,TABLE
3550,quit,TABLE
3688,enter,TABLE
3793,quit,TABLE
3793,enter,SCREEN
3941,quit,SCREEN
4039,enter,SCREEN
4346,grasp,BLOCK
4398,quit,SCREEN
4499,enter,SCREEN
4649,quit,SCREEN
4750,enter,TABLE
5175,quit,TABLE
5175,enter,SCREEN
6554,quit,SCREEN
6555,enter,TABLE
6732,quit,TABLE
6732,enter,SCREEN
6789,quit,SCREEN
6790,enter,TABLE
6900,quit,TABLE
7183,enter,TABLE
10460,release,BLOCK
10520,quit,TABLE
