timestamp,event,device
0,enter,TABLE
2099,quit,TABLE
2200,enter,TABLE
2350,quit,TABLE
2521,enter,SCREEN
2638,quit,SCREEN
2749,enter,SCREEN
2964,quit,SCREEN
3182,enter,TABLE
3288,quit,TABLE
3396,enter,TABLE
3507,quit,TABLE
4620,enter,SCREEN
4780,quit,SCREEN
4838,enter,SCREEN
5755,quit,SCREEN
6012,enter,TABLE
6747,grasp,BLOCK
6951,quit,TABLE
7003,enter,TABLE
7060,quit,TABLE
7061,enter,SCREEN
7242,quit,SCREEN
7419,enter,SCREEN
7482,quit,SCREEN
7601,enter,SCREEN
7721,quit,SCREEN
7780,enter,SCREEN
7902,quit,SCREEN
8022,enter,SCREEN
8143,quit,SCREEN
8264,enter,TABLE
8323,quit,TABLE
8324,enter,SCREEN
8387,quit,SCREEN
8447,enter,SCREEN
8561,quit,SCREEN
8562,enter,TABLE
8619,quit,TABLE
8620,enter,SCREEN
8739,quit,SCREEN
8740,enter,TABLE
8865,quit,TABLE
9118,enter,TABLE
9931,quit,TABLE
10029,enter,TABLE
10123,quit,TABLE
10218,enter,SCREEN
11158,quit,SCREEN
11219,enter,SCREEN
11401,quit,SCREEN
11402,enter,TABLE
11461,quit,TABLE
11462,enter,SCREEN
11577,quit,SCREEN
11578,enter,TABLE
11631,quit,TABLE
11632,enter,SCREEN
11791,quit,SCREEN
11927,enter,TABLE
16029,release,BLOCK
16089,quit,TABLE
