timestamp,event,device
507,enter,SCREEN
1559,quit,SCREEN
1679,enter,TABLE
2316,quit,TABLE
2317,enter,SCREEN
2563,quit,SCREEN
2564,enter,TABLE
2567,quit,TABLE
2568,enter,SCREEN
2581,quit,SCREEN
2582,enter,TABLE
2585,quit,TABLE
2586,enter,SCREEN
2596,quit,SCREEN
2597,enter,TABLE
2605,quit,TABLE
2606,enter,SCREEN
2658,quit,SCREEN
2659,enter,TABLE
2660,quit,TABLE
2661,enter,SCREEN
2746,quit,SCREEN
2747,enter,TABLE
2750,quit,TABLE
2751,enter,SCREEN
2791,quit,SCREEN
2792,enter,TABLE
2793,quit,TABLE
2794,enter,SCREEN
2806,quit,SCREEN
2807,enter,TABLE
2815,quit,TABLE
2816,enter,SCREEN
2887,quit,SCREEN
2971,grasp,BLOCK
3101,enter,TABLE
5174,quit,TABLE
5225,enter,TABLE
5765,release,BLOCK
5825,quit,TABLE
