timestamp,event,device
238,enter,SCREEN
363,quit,SCREEN
432,enter,SCREEN
642,quit,SCREEN
711,enter,SCREEN
776,quit,SCREEN
843,enter,SCREEN
915,quit,SCREEN
996,enter,SCREEN
1068,quit,SCREEN
1138,enter,SCREEN
1207,quit,SCREEN
1348,enter,SCREEN
1423,quit,SCREEN
1571,enter,SCREEN
1721,quit,SCREEN
2145,enter,TABLE
2958,grasp,BLOCK
3232,quit,TABLE
3382,enter,TABLE
3634,quit,TABLE
3634,enter,SCREEN
3766,quit,SCREEN
3767,enter,TABLE
3902,quit,TABLE
3902,enter,SCREEN
3970,quit,SCREEN
3971,enter,TABLE
4035,quit,TABLE
4035,enter,SCREEN
4106,quit,SCREEN
4107,enter,TABLE
4251,quit,TABLE
4251,enter,SCREEN
4390,quit,SCREEN
4391,enter,TABLE
4459,quit,TABLE
4512,enter,TABLE
6494,release,BLOCK
6554,quit,TABLE
