timestamp,event,device
0,enter,TABLE
432,quit,TABLE
626,enter,SCREEN
960,quit,SCREEN
1060,enter,SCREEN
2640,quit,SCREEN
2694,enter,SCREEN
2861,quit,SCREEN
2915,enter,SCREEN
3428,quit,SCREEN
3783,enter,TABLE
3948,quit,TABLE
4392,enter,TABLE
4496,quit,TABLE
4497,enter,SCREEN
4555,quit,SCREEN
4556,enter,TABLE
4662,quit,TABLE
4663,enter,SCREEN
4772,quit,SCREEN
4773,enter,TABLE
4828,quit,TABLE
4829,enter,SCREEN
4942,quit,SCREEN
4994,enter,SCREEN
5101,quit,SCREEN
5317,enter,TABLE
6121,quit,TABLE
6274,grasp,BLOCK
6376,enter,SCREEN
6782,quit,SCREEN
6828,enter,SCREEN
6926,quit,SCREEN
7191,enter,TABLE
8356,release,BLOCK
8416,quit,TABLE
